Time [yyyy-MM-dd HH:mm:ss];ObservationPoint4: Water level at (PanKan2_B_B_ 3058_477)_ Flow1D [m AD];ObservationPoint6: Water level at (Nederrijn1_ 502)_ Flow1D [m AD];ObservationPoint5: Water level at (IJssel01_ 0)_ Flow1D [m AD];50909ObsUS: Water level at (Waal2_B_A_A_A_ 6292_695)_ Flow1D [m AD];50906ObsUS: Water level at (Waal3_A_ 691_776)_ Flow1D [m AD];889.00_WA: Water level at (Waal3_B_B_A_ 200_736)_ Flow1D [m AD];905.00_WA: Water level at (Waal3_B_B_B_ 334_729)_ Flow1D [m AD];50922ObsUS: Water level at (Waal4_A_ 2996)_ Flow1D [m AD];50930ObsUS: Water level at (Waal5_A_ 4993)_ Flow1D [m AD];938.00_WA: Water level at (Waal5_B_B_A_ 721_827)_ Flow1D [m AD];946.00_WA: Water level at (Waal5_B_B_B_A_ 332_373)_ Flow1D [m AD];51021ObsUS: Water level at (Waal5_B_B_B_A_ 5597_94)_ Flow1D [m AD];953.00_WA: Water level at (Waal6_A_ 499)_ Flow1D [m AD];51043ObsUS: Water level at (Waal6_A_ 2732_459)_ Flow1D [m AD];956.00_WA: Water level at (Waal6_B_A_ 762_541)_ Flow1D [m AD];957.00_WA: Water level at (Waal6_B_B_A_ 704_149)_ Flow1D [m AD];960.00_WA: Water level at (Waal6_B_B_B_B_B_ 0)_ Flow1D [m AD]
04-01-00 03:00;10.338;10.269;10.338;10.373;9.9288;9.8014;8.2703;6.8639;4.6787;3.9086;2.7908;2.1293;1.9811;1.7961;1.7359;1.663;1.4758
04-01-00 04:00;10.342;10.274;10.342;10.378;9.9332;9.8058;8.274;6.8671;4.6813;3.9111;2.7926;2.1309;1.9826;1.7975;1.7371;1.6642;1.4767
04-01-00 05:00;10.346;10.278;10.346;10.382;9.9375;9.8101;8.2778;6.8705;4.6841;3.9137;2.7945;2.1326;1.9842;1.7988;1.7385;1.6655;1.4777
04-01-00 06:00;10.351;10.282;10.351;10.387;9.9418;9.8143;8.2816;6.8738;4.6868;3.9164;2.7964;2.1344;1.9858;1.8003;1.7398;1.6667;1.4788
04-01-00 07:00;10.355;10.287;10.355;10.391;9.946;9.8186;8.2854;6.8772;4.6897;3.9192;2.7984;2.1362;1.9875;1.8018;1.7413;1.6681;1.4799
04-01-00 08:00;10.359;10.291;10.359;10.395;9.9503;9.8228;8.2891;6.8806;4.6926;3.922;2.8005;2.1381;1.9893;1.8033;1.7427;1.6695;1.481
04-01-00 09:00;10.364;10.295;10.364;10.399;9.9545;9.827;8.2929;6.884;4.6955;3.9248;2.8026;2.1401;1.9911;1.8049;1.7442;1.6709;1.4821
04-01-00 10:00;10.368;10.299;10.368;10.404;9.9587;9.8312;8.2967;6.8875;4.6984;3.9277;2.8047;2.1421;1.9929;1.8065;1.7458;1.6723;1.4833
04-01-00 11:00;10.372;10.304;10.372;10.408;9.9629;9.8354;8.3004;6.8909;4.7014;3.9306;2.8069;2.1441;1.9948;1.8082;1.7473;1.6738;1.4845
04-01-00 12:00;10.376;10.308;10.376;10.412;9.9671;9.8395;8.3042;6.8943;4.7044;3.9335;2.809;2.1461;1.9967;1.8098;1.7489;1.6753;1.4857
04-01-00 13:00;10.381;10.312;10.381;10.417;9.9713;9.8437;8.3079;6.8977;4.7074;3.9364;2.8112;2.1482;1.9986;1.8115;1.7505;1.6768;1.4869
04-01-00 14:00;10.385;10.316;10.385;10.421;9.9755;9.8479;8.3116;6.9012;4.7104;3.9393;2.8134;2.1502;2.0006;1.8132;1.7522;1.6783;1.4882
04-01-00 15:00;10.389;10.321;10.389;10.425;9.9797;9.852;8.3154;6.9046;4.7134;3.9423;2.8156;2.1523;2.0025;1.8149;1.7538;1.6798;1.4894
04-01-00 16:00;10.393;10.325;10.393;10.429;9.9839;9.8562;8.3191;6.908;4.7164;3.9452;2.8179;2.1544;2.0045;1.8166;1.7554;1.6813;1.4906
04-01-00 17:00;10.398;10.329;10.398;10.434;9.988;9.8603;8.3229;6.9114;4.7194;3.9482;2.8201;2.1565;2.0064;1.8183;1.7571;1.6829;1.4919
04-01-00 18:00;10.402;10.334;10.402;10.438;9.9922;9.8645;8.3266;6.9149;4.7224;3.9512;2.8223;2.1586;2.0084;1.8201;1.7587;1.6844;1.4931
04-01-00 19:00;10.406;10.338;10.406;10.442;9.9964;9.8686;8.3303;6.9183;4.7255;3.9541;2.8246;2.1607;2.0104;1.8218;1.7603;1.686;1.4944
04-01-00 20:00;10.411;10.342;10.411;10.446;10.001;9.8728;8.3341;6.9217;4.7285;3.9571;2.8268;2.1628;2.0123;1.8235;1.762;1.6875;1.4957
04-01-00 21:00;10.415;10.347;10.415;10.451;10.005;9.877;8.3378;6.9252;4.7315;3.96;2.8291;2.1649;2.0143;1.8253;1.7637;1.6891;1.4969
04-01-00 22:00;10.419;10.351;10.419;10.455;10.009;9.8811;8.3415;6.9286;4.7346;3.963;2.8313;2.1671;2.0163;1.827;1.7653;1.6906;1.4982
04-01-00 23:00;10.424;10.355;10.424;10.459;10.013;9.8853;8.3453;6.932;4.7376;3.9659;2.8335;2.1692;2.0183;1.8287;1.767;1.6922;1.4994
05-01-00 00:00;10.428;10.36;10.428;10.463;10.017;9.8894;8.349;6.9355;4.7406;3.9689;2.8358;2.1713;2.0203;1.8305;1.7686;1.6937;1.5007
05-01-00 01:00;10.433;10.364;10.433;10.467;10.021;9.8936;8.3527;6.9389;4.7437;3.9719;2.838;2.1734;2.0222;1.8322;1.7703;1.6953;1.502
05-01-00 02:00;10.437;10.368;10.437;10.471;10.025;9.8976;8.3565;6.9424;4.7467;3.9748;2.8403;2.1755;2.0242;1.834;1.7719;1.6968;1.5032
05-01-00 03:00;10.44;10.372;10.44;10.475;10.029;9.9014;8.3601;6.9458;4.7498;3.9778;2.8425;2.1777;2.0262;1.8357;1.7736;1.6984;1.5045
05-01-00 04:00;10.444;10.376;10.444;10.478;10.033;9.9049;8.3637;6.9492;4.7528;3.9807;2.8447;2.1798;2.0282;1.8374;1.7753;1.6999;1.5058
05-01-00 05:00;10.447;10.379;10.447;10.482;10.036;9.9083;8.3671;6.9526;4.7558;3.9837;2.847;2.1819;2.0302;1.8392;1.7769;1.7015;1.507
05-01-00 06:00;10.451;10.382;10.451;10.485;10.039;9.9115;8.3704;6.9559;4.7588;3.9866;2.8492;2.184;2.0322;1.8409;1.7786;1.7031;1.5083
05-01-00 07:00;10.454;10.386;10.454;10.488;10.042;9.9145;8.3736;6.9591;4.7618;3.9895;2.8514;2.1861;2.0341;1.8427;1.7802;1.7046;1.5096
05-01-00 08:00;10.457;10.389;10.457;10.49;10.045;9.9174;8.3767;6.9621;4.7647;3.9924;2.8536;2.1882;2.0361;1.8444;1.7819;1.7062;1.5108
05-01-00 09:00;10.46;10.392;10.46;10.493;10.048;9.9202;8.3796;6.9651;4.7675;3.9952;2.8558;2.1903;2.0381;1.8461;1.7835;1.7077;1.5121
05-01-00 10:00;10.463;10.395;10.463;10.496;10.051;9.9229;8.3824;6.968;4.7703;3.9979;2.8579;2.1924;2.04;1.8478;1.7851;1.7092;1.5133
05-01-00 11:00;10.465;10.397;10.465;10.498;10.053;9.9255;8.3851;6.9708;4.773;4.0005;2.86;2.1944;2.0419;1.8494;1.7867;1.7107;1.5145
05-01-00 12:00;10.468;10.4;10.468;10.501;10.056;9.928;8.3877;6.9734;4.7756;4.0031;2.862;2.1964;2.0437;1.8511;1.7883;1.7122;1.5157
05-01-00 13:00;10.471;10.403;10.471;10.503;10.058;9.9305;8.3903;6.976;4.7781;4.0056;2.864;2.1983;2.0455;1.8527;1.7898;1.7136;1.5168
05-01-00 14:00;10.474;10.406;10.474;10.505;10.061;9.9329;8.3927;6.9785;4.7805;4.0081;2.8659;2.2001;2.0473;1.8542;1.7913;1.715;1.518
05-01-00 15:00;10.476;10.408;10.476;10.507;10.063;9.9352;8.3951;6.9809;4.7829;4.0104;2.8678;2.202;2.049;1.8557;1.7927;1.7163;1.5191
05-01-00 16:00;10.479;10.411;10.479;10.51;10.065;9.9374;8.3974;6.9833;4.7852;4.0127;2.8696;2.2037;2.0506;1.8572;1.7941;1.7176;1.5201
05-01-00 17:00;10.481;10.413;10.481;10.512;10.067;9.9397;8.3996;6.9855;4.7874;4.0149;2.8713;2.2054;2.0522;1.8586;1.7954;1.7189;1.5212
05-01-00 18:00;10.484;10.416;10.484;10.514;10.069;9.9418;8.4018;6.9877;4.7896;4.017;2.873;2.2071;2.0538;1.86;1.7968;1.7201;1.5222
05-01-00 19:00;10.486;10.418;10.486;10.516;10.072;9.9439;8.4039;6.9898;4.7917;4.0191;2.8746;2.2087;2.0553;1.8613;1.798;1.7213;1.5232
05-01-00 20:00;10.489;10.421;10.489;10.518;10.074;9.946;8.4059;6.9919;4.7937;4.0211;2.8762;2.2103;2.0568;1.8626;1.7993;1.7225;1.5241
05-01-00 21:00;10.491;10.423;10.491;10.52;10.076;9.948;8.408;6.9939;4.7956;4.023;2.8778;2.2118;2.0582;1.8639;1.8005;1.7236;1.525
05-01-00 22:00;10.493;10.425;10.493;10.522;10.078;9.95;8.4099;6.9959;4.7976;4.0249;2.8793;2.2133;2.0596;1.8651;1.8016;1.7247;1.5259
05-01-00 23:00;10.496;10.428;10.496;10.524;10.08;9.952;8.4118;6.9978;4.7994;4.0268;2.8807;2.2147;2.0609;1.8663;1.8028;1.7258;1.5268
06-01-00 00:00;10.498;10.43;10.498;10.526;10.082;9.9539;8.4137;6.9997;4.8012;4.0285;2.8821;2.2161;2.0622;1.8674;1.8039;1.7268;1.5276
06-01-00 01:00;10.5;10.432;10.5;10.528;10.083;9.9559;8.4156;7.0015;4.803;4.0303;2.8835;2.2174;2.0635;1.8685;1.805;1.7278;1.5284
06-01-00 02:00;10.504;10.436;10.504;10.532;10.086;9.9585;8.4174;7.0033;4.8047;4.032;2.8848;2.2188;2.0648;1.8696;1.806;1.7288;1.5292
06-01-00 03:00;10.509;10.441;10.509;10.537;10.09;9.9625;8.4195;7.0051;4.8064;4.0336;2.8862;2.22;2.066;1.8707;1.807;1.7298;1.53
06-01-00 04:00;10.515;10.447;10.515;10.543;10.096;9.9676;8.4223;7.007;4.8081;4.0353;2.8874;2.2213;2.0671;1.8717;1.808;1.7307;1.5308
06-01-00 05:00;10.521;10.453;10.521;10.551;10.102;9.9739;8.4256;7.0093;4.8098;4.0369;2.8887;2.2225;2.0683;1.8728;1.809;1.7316;1.5315
06-01-00 06:00;10.529;10.46;10.529;10.559;10.11;9.9811;8.4298;7.0119;4.8117;4.0386;2.89;2.2238;2.0694;1.8738;1.81;1.7325;1.5323
06-01-00 07:00;10.536;10.468;10.536;10.569;10.118;9.9891;8.4346;7.0151;4.8138;4.0404;2.8913;2.225;2.0706;1.8748;1.8109;1.7334;1.533
06-01-00 08:00;10.545;10.476;10.545;10.578;10.127;9.9978;8.4401;7.0189;4.8162;4.0425;2.8927;2.2263;2.0718;1.8758;1.8119;1.7344;1.5338
06-01-00 09:00;10.553;10.485;10.553;10.589;10.137;10.007;8.4462;7.0231;4.819;4.0449;2.8943;2.2277;2.0731;1.877;1.813;1.7354;1.5346
06-01-00 10:00;10.562;10.494;10.562;10.6;10.147;10.017;8.4529;7.028;4.8222;4.0477;2.8961;2.2293;2.0746;1.8783;1.8142;1.7365;1.5355
06-01-00 11:00;10.572;10.503;10.572;10.611;10.158;10.028;8.4602;7.0333;4.8258;4.0508;2.8982;2.2311;2.0763;1.8797;1.8156;1.7378;1.5365
06-01-00 12:00;10.581;10.512;10.581;10.623;10.169;10.038;8.4681;7.0392;4.8298;4.0543;2.9005;2.2331;2.0781;1.8813;1.8171;1.7392;1.5376
06-01-00 13:00;10.591;10.522;10.591;10.635;10.18;10.05;8.4764;7.0456;4.8344;4.0582;2.9031;2.2354;2.0802;1.8831;1.8188;1.7408;1.5389
06-01-00 14:00;10.601;10.532;10.601;10.648;10.192;10.061;8.4851;7.0525;4.8393;4.0625;2.906;2.2379;2.0826;1.8851;1.8207;1.7426;1.5403
06-01-00 15:00;10.611;10.542;10.611;10.661;10.204;10.074;8.4943;7.0598;4.8447;4.0672;2.9092;2.2408;2.0852;1.8874;1.8229;1.7446;1.5419
06-01-00 16:00;10.621;10.553;10.621;10.674;10.217;10.086;8.5038;7.0675;4.8505;4.0723;2.9127;2.2439;2.0881;1.8899;1.8252;1.7468;1.5437
06-01-00 17:00;10.632;10.563;10.632;10.687;10.23;10.099;8.5137;7.0757;4.8567;4.0778;2.9165;2.2473;2.0912;1.8926;1.8278;1.7492;1.5456
06-01-00 18:00;10.643;10.574;10.643;10.701;10.243;10.111;8.5239;7.0843;4.8632;4.0837;2.9206;2.251;2.0947;1.8956;1.8306;1.7518;1.5477
06-01-00 19:00;10.653;10.584;10.653;10.714;10.256;10.125;8.5344;7.0932;4.8702;4.0899;2.9249;2.255;2.0983;1.8987;1.8336;1.7546;1.55
06-01-00 20:00;10.664;10.595;10.664;10.728;10.27;10.138;8.5452;7.1025;4.8775;4.0964;2.9296;2.2592;2.1023;1.9021;1.8369;1.7576;1.5524
06-01-00 21:00;10.675;10.606;10.675;10.742;10.283;10.151;8.5562;7.1121;4.8851;4.1033;2.9344;2.2637;2.1064;1.9057;1.8403;1.7608;1.555
06-01-00 22:00;10.687;10.617;10.687;10.756;10.297;10.165;8.5674;7.1221;4.8931;4.1105;2.9396;2.2684;2.1108;1.9096;1.8439;1.7642;1.5577
06-01-00 23:00;10.698;10.629;10.698;10.77;10.311;10.179;8.5788;7.1322;4.9014;4.1179;2.9449;2.2734;2.1155;1.9136;1.8477;1.7677;1.5606
07-01-00 00:00;10.709;10.64;10.709;10.785;10.325;10.193;8.5904;7.1426;4.91;4.1256;2.9505;2.2786;2.1203;1.9178;1.8517;1.7715;1.5636
07-01-00 01:00;10.72;10.651;10.72;10.799;10.34;10.207;8.6021;7.1533;4.9188;4.1336;2.9563;2.2841;2.1254;1.9222;1.8559;1.7754;1.5667
07-01-00 02:00;10.733;10.664;10.733;10.815;10.355;10.222;8.6141;7.1642;4.9279;4.1419;2.9623;2.2897;2.1306;1.9268;1.8603;1.7794;1.57
07-01-00 03:00;10.747;10.678;10.747;10.833;10.372;10.239;8.6264;7.1752;4.9373;4.1503;2.9685;2.2956;2.1361;1.9315;1.8648;1.7836;1.5733
07-01-00 04:00;10.762;10.692;10.762;10.852;10.39;10.256;8.6395;7.1867;4.9469;4.159;2.9749;2.3016;2.1417;1.9364;1.8694;1.7879;1.5768
07-01-00 05:00;10.777;10.708;10.777;10.873;10.41;10.276;8.6534;7.1987;4.9568;4.1679;2.9814;2.3078;2.1475;1.9414;1.8742;1.7924;1.5804
07-01-00 06:00;10.794;10.724;10.794;10.894;10.43;10.296;8.6682;7.2113;4.9672;4.1772;2.9882;2.3142;2.1535;1.9466;1.8791;1.797;1.5841
07-01-00 07:00;10.81;10.741;10.81;10.916;10.452;10.317;8.6838;7.2246;4.978;4.1868;2.9951;2.3208;2.1596;1.952;1.8842;1.8017;1.5879
07-01-00 08:00;10.828;10.758;10.828;10.938;10.474;10.339;8.7001;7.2386;4.9894;4.1969;3.0024;2.3277;2.166;1.9575;1.8895;1.8067;1.5919
07-01-00 09:00;10.845;10.776;10.845;10.961;10.497;10.361;8.7171;7.2533;5.0014;4.2074;3.01;2.3349;2.1727;1.9633;1.895;1.8118;1.596
07-01-00 10:00;10.863;10.793;10.863;10.985;10.521;10.384;8.7347;7.2687;5.0141;4.2185;3.0179;2.3424;2.1797;1.9694;1.9008;1.8172;1.6003
07-01-00 11:00;10.881;10.812;10.881;11.009;10.545;10.408;8.7529;7.2847;5.0275;4.2301;3.0263;2.3503;2.1871;1.9758;1.9068;1.8228;1.6048
07-01-00 12:00;10.9;10.83;10.9;11.033;10.569;10.432;8.7716;7.3013;5.0415;4.2424;3.035;2.3586;2.1948;1.9825;1.9132;1.8287;1.6095
07-01-00 13:00;10.918;10.849;10.918;11.058;10.594;10.456;8.7907;7.3184;5.0563;4.2552;3.0441;2.3673;2.2029;1.9895;1.9198;1.8349;1.6145
07-01-00 14:00;10.937;10.867;10.937;11.082;10.619;10.481;8.8103;7.3361;5.0717;4.2685;3.0537;2.3765;2.2114;1.9968;1.9268;1.8414;1.6197
07-01-00 15:00;10.956;10.886;10.956;11.107;10.644;10.506;8.8302;7.3541;5.0877;4.2824;3.0636;2.386;2.2203;2.0045;1.9341;1.8482;1.6251
07-01-00 16:00;10.974;10.905;10.974;11.132;10.67;10.531;8.8505;7.3726;5.1044;4.2968;3.074;2.3961;2.2296;2.0126;1.9417;1.8553;1.6308
07-01-00 17:00;10.993;10.923;10.993;11.157;10.695;10.556;8.8709;7.3915;5.1216;4.3118;3.0847;2.4065;2.2394;2.021;1.9497;1.8627;1.6367
07-01-00 18:00;11.012;10.942;11.012;11.182;10.721;10.58;8.8914;7.4107;5.1394;4.3271;3.0958;2.4174;2.2495;2.0298;1.958;1.8705;1.6429
07-01-00 19:00;11.03;10.961;11.03;11.207;10.747;10.605;8.912;7.4301;5.1578;4.3429;3.1072;2.4287;2.26;2.0389;1.9667;1.8785;1.6493
07-01-00 20:00;11.049;10.979;11.049;11.232;10.773;10.631;8.9326;7.4498;5.1766;4.3591;3.1189;2.4404;2.2709;2.0484;1.9757;1.8868;1.656
07-01-00 21:00;11.068;10.998;11.068;11.257;10.799;10.656;8.9533;7.4696;5.1958;4.3757;3.1309;2.4524;2.2822;2.0581;1.9849;1.8955;1.6629
07-01-00 22:00;11.086;11.017;11.086;11.283;10.825;10.681;8.9741;7.4897;5.2154;4.3927;3.1432;2.4649;2.2938;2.0682;1.9945;1.9043;1.6699
07-01-00 23:00;11.105;11.035;11.105;11.308;10.851;10.706;8.9949;7.51;5.2353;4.41;3.1557;2.4776;2.3057;2.0785;2.0043;1.9135;1.6772
08-01-00 00:00;11.123;11.054;11.123;11.332;10.877;10.732;9.0157;7.5305;5.2555;4.4276;3.1684;2.4907;2.318;2.0891;2.0144;1.9229;1.6847
08-01-00 01:00;11.142;11.072;11.142;11.357;10.904;10.757;9.0365;7.5512;5.276;4.4454;3.1814;2.5041;2.3305;2.1;2.0247;1.9324;1.6924
08-01-00 02:00;11.16;11.091;11.16;11.381;10.93;10.782;9.0573;7.5721;5.2967;4.4635;3.1945;2.5177;2.3432;2.1111;2.0352;1.9422;1.7001
08-01-00 03:00;11.179;11.11;11.179;11.406;10.956;10.808;9.0781;7.5931;5.3176;4.4818;3.2079;2.5316;2.3562;2.1224;2.0459;1.9522;1.7081
08-01-00 04:00;11.198;11.128;11.198;11.43;10.983;10.834;9.0989;7.6143;5.3386;4.5002;3.2213;2.5457;2.3694;2.1339;2.0568;1.9623;1.7161
08-01-00 05:00;11.216;11.147;11.216;11.454;11.01;10.86;9.1198;7.6356;5.3596;4.5187;3.2349;2.56;2.3828;2.1455;2.0679;1.9727;1.7243
08-01-00 06:00;11.234;11.165;11.234;11.478;11.037;10.886;9.1407;7.657;5.3808;4.5373;3.2486;2.5745;2.3964;2.1573;2.0791;1.9831;1.7326
08-01-00 07:00;11.253;11.183;11.253;11.501;11.064;10.912;9.1618;7.6785;5.402;4.5559;3.2623;2.5891;2.4101;2.1692;2.0904;1.9936;1.741
08-01-00 08:00;11.271;11.202;11.271;11.524;11.092;10.939;9.1828;7.7;5.4232;4.5746;3.2761;2.6038;2.4239;2.1812;2.1018;2.0042;1.7494
08-01-00 09:00;11.289;11.22;11.289;11.547;11.119;10.966;9.2039;7.7215;5.4443;4.5933;3.2899;2.6186;2.4378;2.1933;2.1133;2.0149;1.758
08-01-00 10:00;11.308;11.239;11.308;11.569;11.147;10.992;9.2251;7.743;5.4654;4.6119;3.3037;2.6335;2.4518;2.2055;2.1248;2.0256;1.7666
08-01-00 11:00;11.326;11.257;11.326;11.591;11.175;11.019;9.2465;7.7644;5.4865;4.6305;3.3174;2.6485;2.4659;2.2178;2.1364;2.0364;1.7752
08-01-00 12:00;11.345;11.276;11.345;11.613;11.202;11.046;9.2681;7.7857;5.5075;4.649;3.3312;2.6636;2.48;2.23;2.1481;2.0472;1.7839
08-01-00 13:00;11.363;11.294;11.363;11.635;11.23;11.073;9.2899;7.8069;5.5285;4.6675;3.345;2.6786;2.4941;2.2423;2.1597;2.058;1.7926
08-01-00 14:00;11.381;11.313;11.381;11.656;11.257;11.1;9.3118;7.8281;5.5492;4.6859;3.3589;2.6936;2.5083;2.2546;2.1713;2.0688;1.8013
08-01-00 15:00;11.4;11.331;11.4;11.678;11.285;11.127;9.3339;7.8492;5.57;4.7043;3.3727;2.7087;2.5224;2.2669;2.183;2.0796;1.8101
08-01-00 16:00;11.417;11.349;11.417;11.699;11.312;11.153;9.3561;7.8704;5.5908;4.7228;3.3867;2.7238;2.5366;2.2792;2.1946;2.0904;1.8188
08-01-00 17:00;11.435;11.367;11.435;11.72;11.339;11.18;9.3784;7.8913;5.6117;4.7414;3.4007;2.7389;2.5508;2.2915;2.2063;2.1012;1.8276
08-01-00 18:00;11.453;11.385;11.453;11.741;11.365;11.206;9.4009;7.9118;5.6326;4.76;3.415;2.7542;2.5651;2.3039;2.2181;2.1121;1.8365
08-01-00 19:00;11.471;11.402;11.471;11.761;11.392;11.232;9.4239;7.9322;5.6532;4.7787;3.4296;2.7693;2.5794;2.3163;2.2298;2.1229;1.8454
08-01-00 20:00;11.488;11.42;11.488;11.782;11.418;11.257;9.4474;7.9525;5.6738;4.7973;3.4443;2.7846;2.5937;2.3286;2.2415;2.1337;1.8543
08-01-00 21:00;11.505;11.437;11.505;11.803;11.444;11.282;9.4711;7.9726;5.6942;4.8159;3.459;2.7999;2.6081;2.3411;2.2532;2.1446;1.8633
08-01-00 22:00;11.522;11.454;11.522;11.823;11.469;11.307;9.4948;7.9925;5.7142;4.8343;3.4738;2.8151;2.6224;2.3535;2.265;2.1554;1.8723
08-01-00 23:00;11.54;11.472;11.54;11.844;11.494;11.331;9.5182;8.0126;5.7337;4.8523;3.4885;2.8304;2.6367;2.3659;2.2767;2.1662;1.8813
09-01-00 00:00;11.557;11.489;11.557;11.864;11.519;11.356;9.5418;8.0325;5.7531;4.8701;3.5031;2.8454;2.6509;2.3781;2.2882;2.1768;1.8901
09-01-00 01:00;11.573;11.506;11.573;11.885;11.544;11.379;9.5657;8.0523;5.7724;4.8878;3.5176;2.8604;2.6649;2.3901;2.2995;2.1872;1.8987
09-01-00 02:00;11.59;11.523;11.59;11.906;11.568;11.403;9.5899;8.0719;5.7918;4.9056;3.5322;2.8752;2.6788;2.4021;2.3107;2.1974;1.9073
09-01-00 03:00;11.608;11.54;11.608;11.929;11.594;11.428;9.6148;8.0906;5.8112;4.9234;3.5467;2.89;2.6926;2.4139;2.3219;2.2076;1.9158
09-01-00 04:00;11.626;11.558;11.626;11.952;11.62;11.453;9.6406;8.1092;5.8304;4.9412;3.5613;2.9047;2.7064;2.4258;2.3329;2.2177;1.9244
09-01-00 05:00;11.644;11.576;11.644;11.975;11.646;11.478;9.6666;8.1281;5.8497;4.9588;3.576;2.9195;2.7202;2.4375;2.344;2.2277;1.933
09-01-00 06:00;11.662;11.595;11.662;12;11.672;11.503;9.6927;8.1475;5.869;4.9765;3.5907;2.9341;2.7339;2.4492;2.3549;2.2377;1.9415
09-01-00 07:00;11.681;11.613;11.681;12.025;11.699;11.528;9.7188;8.1675;5.8889;4.9944;3.6055;2.9487;2.7475;2.4609;2.3658;2.2476;1.95
09-01-00 08:00;11.7;11.632;11.7;12.05;11.726;11.554;9.7445;8.188;5.9092;5.0128;3.6205;2.9633;2.7611;2.4725;2.3767;2.2576;1.9586
09-01-00 09:00;11.718;11.651;11.718;12.076;11.752;11.579;9.7696;8.2089;5.9302;5.0317;3.6358;2.9782;2.7749;2.4843;2.3877;2.2676;1.9673
09-01-00 10:00;11.738;11.67;11.738;12.102;11.779;11.604;9.7942;8.2303;5.9517;5.0511;3.6515;2.9933;2.7889;2.4964;2.3989;2.2778;1.9762
09-01-00 11:00;11.757;11.689;11.757;12.128;11.805;11.628;9.818;8.2521;5.9736;5.071;3.6675;3.0087;2.8032;2.5087;2.4104;2.2881;1.9853
09-01-00 12:00;11.776;11.708;11.776;12.153;11.83;11.652;9.8411;8.2745;5.9963;5.0914;3.6839;3.0244;2.8178;2.5213;2.4221;2.2988;1.9948
09-01-00 13:00;11.795;11.728;11.795;12.179;11.855;11.675;9.8633;8.2974;6.0199;5.1127;3.7007;3.0405;2.8327;2.5342;2.4341;2.3096;2.0044
09-01-00 14:00;11.814;11.747;11.814;12.204;11.879;11.697;9.8847;8.3205;6.0445;5.1348;3.718;3.0571;2.848;2.5474;2.4465;2.3208;2.0144
09-01-00 15:00;11.833;11.766;11.833;12.229;11.903;11.719;9.9051;8.3438;6.0702;5.1579;3.7358;3.0742;2.8638;2.5612;2.4593;2.3323;2.0247
09-01-00 16:00;11.853;11.785;11.853;12.254;11.926;11.741;9.9247;8.3672;6.0969;5.182;3.7541;3.0919;2.8801;2.5755;2.4725;2.3443;2.0355
09-01-00 17:00;11.872;11.805;11.872;12.278;11.949;11.762;9.9433;8.3906;6.1247;5.2069;3.7729;3.1102;2.897;2.5903;2.4864;2.3567;2.0468
09-01-00 18:00;11.891;11.824;11.891;12.302;11.971;11.783;9.9611;8.4138;6.1536;5.2327;3.7924;3.1292;2.9145;2.6058;2.5008;2.3697;2.0586
09-01-00 19:00;11.909;11.842;11.909;12.326;11.993;11.803;9.978;8.4367;6.1837;5.2589;3.8123;3.1488;2.9324;2.6218;2.5158;2.3831;2.0709
09-01-00 20:00;11.928;11.861;11.928;12.35;12.015;11.823;9.9941;8.4593;6.2149;5.2857;3.8325;3.1687;2.9504;2.6384;2.5313;2.397;2.0837
09-01-00 21:00;11.947;11.88;11.947;12.373;12.036;11.842;10.009;8.4816;6.2472;5.3131;3.853;3.1889;2.9686;2.6553;2.5472;2.4112;2.0969
09-01-00 22:00;11.966;11.899;11.966;12.397;12.058;11.862;10.024;8.5033;6.2801;5.3413;3.8739;3.2096;2.9869;2.6727;2.5636;2.4259;2.1105
09-01-00 23:00;11.985;11.918;11.985;12.42;12.079;11.881;10.038;8.5245;6.3129;5.37;3.8951;3.2304;3.0052;2.6906;2.5805;2.441;2.1245
10-01-00 00:00;12.004;11.937;12.004;12.443;12.099;11.9;10.051;8.5452;6.3456;5.3991;3.9165;3.2514;3.0237;2.709;2.5979;2.4565;2.139
10-01-00 01:00;12.023;11.956;12.023;12.466;12.12;11.919;10.064;8.5653;6.3781;5.4289;3.9381;3.2724;3.042;2.7278;2.6158;2.4725;2.154
10-01-00 02:00;12.042;11.975;12.042;12.49;12.141;11.939;10.076;8.5849;6.4101;5.4592;3.9596;3.2934;3.0605;2.747;2.6342;2.489;2.1694
10-01-00 03:00;12.062;11.995;12.062;12.516;12.164;11.959;10.088;8.6038;6.4415;5.4899;3.981;3.3144;3.0788;2.7667;2.6531;2.5059;2.1852
10-01-00 04:00;12.083;12.016;12.083;12.544;12.187;11.981;10.1;8.6222;6.472;5.5208;4.0024;3.3352;3.0969;2.7867;2.6724;2.5231;2.2013
10-01-00 05:00;12.105;12.038;12.105;12.572;12.212;12.004;10.112;8.6402;6.5015;5.552;4.0236;3.3558;3.1149;2.8069;2.692;2.5407;2.2177
10-01-00 06:00;12.127;12.06;12.127;12.601;12.237;12.027;10.124;8.6581;6.5299;5.5835;4.0448;3.3763;3.1328;2.8275;2.712;2.5587;2.2345
10-01-00 07:00;12.15;12.083;12.15;12.631;12.263;12.051;10.136;8.6758;6.5575;5.6146;4.0657;3.3965;3.1508;2.8484;2.7325;2.5771;2.2517
10-01-00 08:00;12.173;12.106;12.173;12.66;12.289;12.075;10.149;8.6936;6.5845;5.6455;4.0864;3.4166;3.1686;2.8696;2.7533;2.5958;2.2693
