Time [yyyy-MM-dd HH:mm:ss];odd_018: Water level at (Nederrijn2_A_ 0)_ Flow1D [m AD];882.00_NR: Water level at (Nederrijn2_B_B_A_ 149_703)_ Flow1D [m AD];886.00_NR: Water level at (Nederrijn2_B_B_B_A_ 2770_079)_ Flow1D [m AD];903.00_NR: Water level at (Nederrijn3_A_ 1004)_ Flow1D [m AD];909.00_NR: Water level at (Nederrijn4_A_ 1005)_ Flow1D [m AD];917.00_NR: Water level at (Nederrijn5_A_ 3014)_ Flow1D [m AD];EckenWiel: Water level at (Nederrijn5_B_A_ 870_737)_ Flow1D [m AD];931.00_LE: Water level at (Lek1_B_A_ 1177_909)_ Flow1D [m AD];941.00_LE: Water level at (Lek1_B_B_A_ 1192_286)_ Flow1D [m AD];944.00_LE: Water level at (Lek1_B_B_B_A_ 658_638)_ Flow1D [m AD];946.00_LE: Water level at (Lek1_B_B_B_B_ 565_87)_ Flow1D [m AD];949.00_LE: Water level at (Lek2_ 1505)_ Flow1D [m AD];951.00_LE: Water level at (Lek5_A_ 0)_ Flow1D [m AD];50983ObsUS: Water level at (Lek5_B_A_ 1036_231)_ Flow1D [m AD];Q-HagestbeSchoonh: Water level at (Lek5_B_B_A_ 5742_415)_ Flow1D [m AD];961.00_LE: Water level at (Lek5_B_B_B_ 718_746)_ Flow1D [m AD];972.00_LE: Water level at (Lek7_A_B_ 4715_827)_ Flow1D [m AD];978.00_LE: Water level at (Lek7_B_B_ 1192_65)_ Flow1D [m AD]
09-01-00 08:00;11.441;11.154;10.561;8.3342;7.4374;6.2281;5.9346;4.5587;3.413;3.1443;3.0039;2.712;2.5981;2.4467;2.1306;2.0568;1.6124;1.4915
09-01-00 09:00;11.46;11.174;10.58;8.3493;7.4522;6.2416;5.9479;4.5701;3.423;3.1538;3.0131;2.72;2.6057;2.4538;2.1364;2.0623;1.6157;1.494
09-01-00 10:00;11.48;11.193;10.598;8.3647;7.4673;6.2552;5.9613;4.5815;3.433;3.1634;3.0223;2.728;2.6132;2.461;2.1423;2.0678;1.6189;1.4964
09-01-00 11:00;11.5;11.213;10.617;8.3804;7.4827;6.269;5.9748;4.5929;3.443;3.1729;3.0314;2.736;2.6208;2.4681;2.1482;2.0733;1.6222;1.4989
09-01-00 12:00;11.52;11.233;10.635;8.3964;7.4982;6.2831;5.9885;4.6043;3.4531;3.1825;3.0406;2.7441;2.6284;2.4753;2.154;2.0788;1.6255;1.5014
09-01-00 13:00;11.54;11.253;10.654;8.4125;7.514;6.2973;6.0024;4.6159;3.4632;3.1921;3.0498;2.7521;2.636;2.4824;2.1599;2.0844;1.6287;1.5039
09-01-00 14:00;11.559;11.273;10.673;8.4289;7.5299;6.3117;6.0164;4.6276;3.4734;3.2017;3.0591;2.7602;2.6436;2.4896;2.1658;2.0899;1.632;1.5064
09-01-00 15:00;11.579;11.293;10.692;8.4454;7.5461;6.3262;6.0307;4.6394;3.4836;3.2114;3.0684;2.7683;2.6513;2.4969;2.1717;2.0955;1.6353;1.5089
09-01-00 16:00;11.599;11.313;10.711;8.462;7.5623;6.341;6.045;4.6513;3.494;3.2213;3.0779;2.7765;2.659;2.5042;2.1777;2.1011;1.6387;1.5114
09-01-00 17:00;11.619;11.333;10.73;8.4788;7.5787;6.3558;6.0596;4.6634;3.5044;3.2312;3.0874;2.7848;2.6668;2.5115;2.1837;2.1068;1.642;1.5139
09-01-00 18:00;11.639;11.353;10.749;8.4956;7.5953;6.3709;6.0742;4.6756;3.515;3.2412;3.097;2.7932;2.6747;2.5189;2.1898;2.1125;1.6454;1.5165
09-01-00 19:00;11.659;11.372;10.768;8.5126;7.612;6.386;6.089;4.6879;3.5256;3.2513;3.1067;2.8016;2.6827;2.5264;2.1959;2.1183;1.6488;1.5191
09-01-00 20:00;11.678;11.392;10.787;8.5296;7.6288;6.4013;6.1039;4.7003;3.5364;3.2615;3.1165;2.8101;2.6908;2.534;2.2021;2.1241;1.6523;1.5217
09-01-00 21:00;11.698;11.412;10.806;8.5468;7.6458;6.4166;6.1189;4.7129;3.5473;3.2718;3.1264;2.8188;2.6989;2.5416;2.2083;2.13;1.6557;1.5243
09-01-00 22:00;11.718;11.431;10.825;8.564;7.6629;6.4319;6.1339;4.7256;3.5583;3.2823;3.1365;2.8275;2.7072;2.5494;2.2147;2.136;1.6593;1.527
09-01-00 23:00;11.737;11.451;10.844;8.5814;7.6802;6.4473;6.149;4.7383;3.5694;3.2928;3.1466;2.8363;2.7155;2.5572;2.2211;2.142;1.6629;1.5297
10-01-00 00:00;11.757;11.47;10.863;8.5989;7.6975;6.4628;6.1642;4.7511;3.5806;3.3034;3.1568;2.8452;2.7239;2.5651;2.2275;2.1481;1.6665;1.5324
10-01-00 01:00;11.776;11.49;10.882;8.6165;7.715;6.4785;6.1795;4.764;3.5919;3.3141;3.1671;2.8541;2.7324;2.573;2.234;2.1543;1.6701;1.5351
10-01-00 02:00;11.796;11.51;10.901;8.6343;7.7327;6.4943;6.1949;4.7769;3.6032;3.3249;3.1775;2.8632;2.7409;2.581;2.2406;2.1605;1.6738;1.5379
10-01-00 03:00;11.817;11.53;10.92;8.6521;7.7504;6.5102;6.2105;4.79;3.6146;3.3358;3.188;2.8723;2.7496;2.5891;2.2473;2.1667;1.6776;1.5407
10-01-00 04:00;11.838;11.55;10.939;8.6701;7.7684;6.5263;6.2262;4.8032;3.6262;3.3468;3.1986;2.8815;2.7583;2.5973;2.254;2.1731;1.6813;1.5436
10-01-00 05:00;11.861;11.572;10.959;8.6885;7.7866;6.5426;6.2421;4.8165;3.6378;3.3579;3.2092;2.8908;2.7671;2.6055;2.2607;2.1794;1.6851;1.5465
10-01-00 06:00;11.884;11.593;10.98;8.7073;7.8052;6.5591;6.2582;4.8299;3.6496;3.3691;3.22;2.9001;2.776;2.6138;2.2676;2.1859;1.689;1.5494
10-01-00 07:00;11.907;11.615;11.001;8.7266;7.8242;6.5759;6.2746;4.8435;3.6614;3.3804;3.2308;2.9096;2.7849;2.6222;2.2745;2.1924;1.6929;1.5523
10-01-00 08:00;11.931;11.638;11.023;8.7464;7.8437;6.593;6.2912;4.8573;3.6734;3.3918;3.2418;2.9191;2.794;2.6307;2.2814;2.199;1.6968;1.5553
10-01-00 09:00;11.956;11.661;11.045;8.7667;7.8637;6.6105;6.3082;4.8712;3.6855;3.4033;3.2529;2.9288;2.8031;2.6393;2.2885;2.2056;1.7008;1.5583
10-01-00 10:00;11.982;11.685;11.068;8.7876;7.8842;6.6284;6.3255;4.8854;3.6978;3.415;3.2641;2.9386;2.8124;2.6479;2.2956;2.2123;1.7048;1.5613
10-01-00 11:00;12.009;11.71;11.093;8.8092;7.9052;6.6467;6.3432;4.8999;3.7102;3.4268;3.2755;2.9485;2.8218;2.6567;2.3028;2.2191;1.7089;1.5644
10-01-00 12:00;12.038;11.735;11.118;8.8315;7.9268;6.6655;6.3614;4.9146;3.7229;3.4388;3.287;2.9585;2.8313;2.6656;2.3101;2.226;1.7131;1.5675
10-01-00 13:00;12.068;11.762;11.144;8.8546;7.9491;6.6849;6.3801;4.9297;3.7357;3.4511;3.2988;2.9687;2.8409;2.6746;2.3175;2.2331;1.7173;1.5706
10-01-00 14:00;12.101;11.791;11.172;8.8786;7.9721;6.7048;6.3989;4.9452;3.7489;3.4635;3.3108;2.9791;2.8508;2.6838;2.3251;2.2402;1.7215;1.5738
10-01-00 15:00;12.137;11.822;11.201;8.9038;7.9959;6.7249;6.4178;4.9616;3.7624;3.4763;3.323;2.9897;2.8608;2.6932;2.3328;2.2474;1.7259;1.5771
10-01-00 16:00;12.175;11.854;11.232;8.9301;8.0206;6.7454;6.4371;4.9786;3.7765;3.4896;3.3357;3.0006;2.8711;2.7028;2.3407;2.2549;1.7303;1.5804
10-01-00 17:00;12.216;11.888;11.265;8.9576;8.0463;6.7667;6.4568;4.9964;3.7911;3.5033;3.3488;3.0118;2.8818;2.7127;2.3487;2.2625;1.7349;1.5838
10-01-00 18:00;12.257;11.923;11.3;8.9864;8.073;6.7888;6.4771;5.015;3.8062;3.5175;3.3624;3.0235;2.8928;2.723;2.3571;2.2704;1.7395;1.5872
10-01-00 19:00;12.299;11.959;11.336;9.0166;8.1009;6.8117;6.4982;5.0343;3.822;3.5323;3.3765;3.0356;2.9043;2.7337;2.3657;2.2785;1.7441;1.5905
10-01-00 20:00;12.341;11.995;11.373;9.0481;8.13;6.8357;6.5201;5.0545;3.8384;3.5477;3.3912;3.0482;2.9161;2.7447;2.3746;2.2868;1.7488;1.5938
10-01-00 21:00;12.38;12.028;11.409;9.0807;8.16;6.8607;6.543;5.0756;3.8555;3.5636;3.4064;3.0612;2.9284;2.756;2.3837;2.2954;1.7536;1.5972
10-01-00 22:00;12.421;12.064;11.445;9.114;8.191;6.8869;6.5669;5.0978;3.8733;3.5803;3.4223;3.0747;2.9411;2.7679;2.3932;2.3043;1.7586;1.6007
10-01-00 23:00;12.463;12.101;11.483;9.1477;8.2226;6.9142;6.5917;5.121;3.8919;3.5976;3.4388;3.0888;2.9544;2.7802;2.4031;2.3135;1.7637;1.6043
11-01-00 00:00;12.504;12.137;11.52;9.1817;8.2543;6.9423;6.6174;5.1453;3.9114;3.6157;3.4561;3.1034;2.9682;2.793;2.4134;2.3232;1.7691;1.6081
11-01-00 01:00;12.545;12.173;11.557;9.2152;8.2857;6.9711;6.6438;5.1707;3.9318;3.6347;3.4741;3.1188;2.9826;2.8064;2.4241;2.3332;1.7747;1.612
11-01-00 02:00;12.585;12.21;11.593;9.2484;8.3168;7.0004;6.6708;5.1971;3.9529;3.6544;3.4929;3.1347;2.9977;2.8203;2.4353;2.3438;1.7806;1.6162
11-01-00 03:00;12.626;12.246;11.627;9.281;8.3476;7.0303;6.6985;5.2242;3.9748;3.6748;3.5125;3.1513;3.0134;2.8349;2.447;2.3547;1.7868;1.6205
11-01-00 04:00;12.665;12.281;11.66;9.3131;8.378;7.0608;6.727;5.2516;3.9973;3.696;3.5326;3.1686;3.0297;2.85;2.4592;2.3662;1.7932;1.625
11-01-00 05:00;12.704;12.315;11.693;9.3442;8.4081;7.0917;6.7561;5.2794;4.0204;3.7176;3.5533;3.1863;3.0465;2.8656;2.4719;2.3781;1.7999;1.6297
11-01-00 06:00;12.743;12.349;11.724;9.3743;8.4376;7.1229;6.7856;5.3073;4.0438;3.7398;3.5744;3.2045;3.0637;2.8817;2.4849;2.3904;1.8069;1.6346
11-01-00 07:00;12.782;12.383;11.756;9.404;8.467;7.1544;6.8155;5.3355;4.0676;3.7622;3.596;3.223;3.0813;2.8982;2.4984;2.403;1.8141;1.6397
11-01-00 08:00;12.822;12.417;11.787;9.433;8.4963;7.1862;6.8458;5.3639;4.0917;3.7851;3.6179;3.242;3.0993;2.915;2.5121;2.416;1.8215;1.645
11-01-00 09:00;12.862;12.451;11.819;9.4613;8.5253;7.2179;6.8762;5.3924;4.116;3.8082;3.6401;3.2612;3.1175;2.9321;2.5262;2.4292;1.8292;1.6503
11-01-00 10:00;12.902;12.486;11.849;9.4889;8.5542;7.2496;6.9066;5.421;4.1405;3.8316;3.6626;3.2806;3.1361;2.9496;2.5405;2.4427;1.837;1.6559
11-01-00 11:00;12.942;12.52;11.88;9.5165;8.5831;7.2811;6.937;5.4495;4.1653;3.8552;3.6854;3.3003;3.1549;2.9672;2.5551;2.4565;1.845;1.6615
11-01-00 12:00;12.981;12.553;11.909;9.5442;8.6121;7.3125;6.9674;5.4779;4.1901;3.879;3.7083;3.3202;3.1739;2.9851;2.5699;2.4704;1.8531;1.6673
11-01-00 13:00;13.02;12.586;11.938;9.5728;8.6414;7.3439;6.9978;5.5062;4.215;3.903;3.7315;3.3403;3.193;3.0031;2.5849;2.4846;1.8614;1.6731
11-01-00 14:00;13.056;12.618;11.966;9.6023;8.6712;7.3752;7.0281;5.5344;4.24;3.9271;3.7547;3.3605;3.2123;3.0213;2.6;2.4989;1.8699;1.6791
11-01-00 15:00;13.09;12.65;11.994;9.6325;8.702;7.4067;7.0586;5.5627;4.2651;3.9513;3.7781;3.3808;3.2318;3.0397;2.6153;2.5133;1.8784;1.6851
11-01-00 16:00;13.123;12.681;12.021;9.6632;8.7339;7.4386;7.0894;5.5912;4.2903;3.9755;3.8015;3.4013;3.2513;3.0582;2.6307;2.5279;1.8871;1.6912
11-01-00 17:00;13.154;12.713;12.047;9.6948;8.7667;7.471;7.1206;5.6198;4.3156;3.9999;3.8251;3.4218;3.2709;3.0768;2.6463;2.5426;1.8958;1.6974
11-01-00 18:00;13.183;12.744;12.073;9.7273;8.8008;7.504;7.1523;5.6486;4.341;4.0244;3.8487;3.4424;3.2907;3.0955;2.6619;2.5574;1.9047;1.7037
11-01-00 19:00;13.209;12.775;12.098;9.7616;8.836;7.5375;7.1846;5.6776;4.3665;4.0489;3.8726;3.4631;3.3105;3.1143;2.6777;2.5724;1.9137;1.71
11-01-00 20:00;13.233;12.808;12.124;9.7977;8.8727;7.572;7.2176;5.7069;4.3923;4.0737;3.8966;3.4841;3.3305;3.1332;2.6936;2.5874;1.9227;1.7164
11-01-00 21:00;13.255;12.841;12.15;9.8358;8.911;7.6074;7.2513;5.7366;4.4183;4.0987;3.921;3.5052;3.3508;3.1524;2.7097;2.6027;1.9319;1.7228
11-01-00 22:00;13.276;12.875;12.177;9.8761;8.951;7.6438;7.286;5.7666;4.4446;4.1238;3.9456;3.5266;3.3713;3.1718;2.726;2.6181;1.9412;1.7294
11-01-00 23:00;13.296;12.91;12.204;9.9188;8.9925;7.6815;7.3218;5.7972;4.4711;4.1492;3.9706;3.5483;3.392;3.1915;2.7426;2.6338;1.9506;1.736
12-01-00 00:00;13.315;12.946;12.231;9.9631;9.0355;7.7203;7.3585;5.8283;4.498;4.1749;3.9959;3.5703;3.413;3.2114;2.7593;2.6496;1.9602;1.7428
12-01-00 01:00;13.334;12.982;12.259;10.008;9.0805;7.7595;7.396;5.8598;4.5253;4.201;4.0218;3.5927;3.4344;3.2317;2.7764;2.6658;1.9699;1.7496
12-01-00 02:00;13.351;13.017;12.285;10.052;9.1284;7.8003;7.4346;5.8912;4.553;4.2273;4.048;3.6153;3.4562;3.2524;2.7938;2.6823;1.9799;1.7567
12-01-00 03:00;13.368;13.052;12.311;10.095;9.179;7.8437;7.4753;5.9232;4.581;4.2538;4.0744;3.6381;3.4783;3.2733;2.8115;2.699;1.99;1.7638
12-01-00 04:00;13.385;13.087;12.337;10.137;9.2318;7.8894;7.5182;5.9561;4.6094;4.2807;4.1013;3.6612;3.5007;3.2946;2.8296;2.7161;2.0004;1.7711
12-01-00 05:00;13.403;13.124;12.363;10.177;9.2862;7.9379;7.5632;5.9899;4.6384;4.3081;4.1288;3.6846;3.5237;3.3164;2.8482;2.7335;2.0111;1.7786
12-01-00 06:00;13.421;13.162;12.39;10.214;9.3419;7.9894;7.6109;6.0247;4.668;4.336;4.1568;3.7085;3.5473;3.3387;2.8673;2.7514;2.022;1.7863
12-01-00 07:00;13.439;13.201;12.418;10.247;9.398;8.0447;7.6609;6.061;4.6983;4.3645;4.1855;3.7329;3.5715;3.3617;2.887;2.7697;2.0332;1.7941
12-01-00 08:00;13.458;13.24;12.446;10.278;9.454;8.1041;7.7137;6.0987;4.7293;4.3936;4.215;3.7578;3.5964;3.3853;2.9074;2.7887;2.0448;1.8023
12-01-00 09:00;13.478;13.278;12.474;10.307;9.5092;8.165;7.7675;6.1374;4.7611;4.4234;4.2454;3.7833;3.6222;3.4096;2.9285;2.8082;2.0568;1.8107
12-01-00 10:00;13.498;13.315;12.501;10.333;9.5628;8.2271;7.8231;6.1775;4.7935;4.4538;4.2766;3.8095;3.6487;3.4347;2.9505;2.8285;2.0692;1.8194
12-01-00 11:00;13.519;13.35;12.528;10.357;9.6143;8.2909;7.8806;6.2193;4.8262;4.4845;4.3083;3.836;3.6758;3.4604;2.9733;2.8495;2.0821;1.8285
12-01-00 12:00;13.541;13.384;12.554;10.381;9.6629;8.3576;7.9408;6.2627;4.8596;4.5157;4.3405;3.863;3.7036;3.4866;2.9969;2.8711;2.0956;1.8379
12-01-00 13:00;13.564;13.417;12.578;10.402;9.7085;8.4272;8.0036;6.3077;4.8941;4.548;4.3737;3.8908;3.7322;3.5136;3.0213;2.8935;2.1095;1.8477
12-01-00 14:00;13.586;13.448;12.601;10.423;9.7518;8.4982;8.0682;6.3541;4.9294;4.5811;4.4079;3.9197;3.7618;3.5415;3.0469;2.9167;2.1239;1.8578
12-01-00 15:00;13.614;13.483;12.624;10.443;9.7926;8.569;8.1338;6.4018;4.9655;4.6151;4.4433;3.9496;3.7926;3.5705;3.0737;2.9409;2.1388;1.8678
12-01-00 16:00;13.639;13.515;12.647;10.462;9.8314;8.6368;8.1973;6.4502;5.0022;4.6503;4.4796;3.9806;3.8245;3.6005;3.1016;2.9661;2.1541;1.8781
12-01-00 17:00;13.664;13.544;12.668;10.482;9.8682;8.6973;8.2534;6.4995;5.0389;4.6867;4.5171;4.0128;3.8576;3.6314;3.1307;2.9922;2.1701;1.8887
12-01-00 18:00;13.687;13.572;12.688;10.502;9.9029;8.7485;8.3068;6.5488;5.0754;4.7247;4.5558;4.0461;3.8917;3.6633;3.1609;3.0193;2.1867;1.8999
12-01-00 19:00;13.711;13.598;12.707;10.522;9.9355;8.7925;8.3589;6.5975;5.1116;4.7639;4.5953;4.0806;3.9269;3.6963;3.1924;3.0473;2.2041;1.9115
12-01-00 20:00;13.734;13.623;12.725;10.542;9.9668;8.8307;8.4086;6.6455;5.1473;4.804;4.6351;4.1166;3.9633;3.7302;3.2251;3.0765;2.2222;1.9237
12-01-00 21:00;13.756;13.648;12.742;10.563;9.9966;8.8642;8.4554;6.6931;5.1821;4.8441;4.674;4.1557;4.002;3.7663;3.2591;3.1066;2.2413;1.9364
12-01-00 22:00;13.779;13.671;12.758;10.584;10.025;8.8938;8.4973;6.7404;5.2157;4.8843;4.7123;4.1973;4.0426;3.8041;3.2946;3.1381;2.2612;1.9498
12-01-00 23:00;13.802;13.695;12.774;10.605;10.053;8.9199;8.5343;6.7873;5.2485;4.9248;4.75;4.2404;4.0841;3.8427;3.3313;3.1706;2.282;1.9638
13-01-00 00:00;13.825;13.718;12.79;10.626;10.08;8.9434;8.5667;6.834;5.2806;4.9654;4.7872;4.2847;4.1263;3.8819;3.3687;3.2041;2.3038;1.9785
13-01-00 01:00;13.849;13.741;12.806;10.648;10.106;8.9648;8.5949;6.8811;5.3122;5.0057;4.8243;4.33;4.1689;3.9214;3.4067;3.2382;2.3264;1.9937
13-01-00 02:00;13.873;13.765;12.822;10.669;10.131;8.9842;8.6199;6.9288;5.3435;5.046;4.8614;4.376;4.2118;3.9612;3.4452;3.273;2.3497;2.0095
13-01-00 03:00;13.9;13.791;12.839;10.691;10.154;9.0009;8.6424;6.9772;5.3747;5.0867;4.8991;4.4228;4.2555;4.0018;3.4845;3.3083;2.3736;2.0257
13-01-00 04:00;13.926;13.816;12.856;10.713;10.177;9.0158;8.6626;7.0253;5.4066;5.128;4.9378;4.4704;4.3001;4.0431;3.5246;3.3445;2.3983;2.0425
13-01-00 05:00;13.954;13.842;12.874;10.735;10.199;9.0294;8.6805;7.0724;5.4402;5.17;4.9775;4.5189;4.3457;4.0852;3.5653;3.3815;2.4238;2.0598
13-01-00 06:00;13.981;13.868;12.892;10.758;10.221;9.042;8.6967;7.1182;5.4756;5.2125;5.0183;4.5684;4.3924;4.1283;3.607;3.4196;2.4501;2.0777
13-01-00 07:00;14.009;13.894;12.911;10.781;10.243;9.0538;8.7115;7.1628;5.513;5.2554;5.0605;4.6185;4.4403;4.1727;3.6495;3.4588;2.4775;2.0964
13-01-00 08:00;14.037;13.921;12.93;10.804;10.264;9.0649;8.7252;7.2066;5.5522;5.299;5.1046;4.6682;4.4883;4.2173;3.6922;3.4986;2.5059;2.1158
13-01-00 09:00;14.066;13.948;12.95;10.828;10.286;9.0755;8.738;7.2497;5.5932;5.3432;5.1504;4.7177;4.536;4.2617;3.7352;3.539;2.5349;2.1358
13-01-00 10:00;14.094;13.975;12.97;10.853;10.307;9.0857;8.75;7.2907;5.636;5.3878;5.1975;4.7675;4.5839;4.3061;3.7783;3.5798;2.5646;2.1564
13-01-00 11:00;14.122;14.001;12.991;10.877;10.328;9.0956;8.7616;7.3295;5.6796;5.4322;5.2451;4.817;4.6325;4.3509;3.8216;3.621;2.5948;2.1773
13-01-00 12:00;14.15;14.028;13.013;10.902;10.349;9.1052;8.7727;7.3666;5.7236;5.4756;5.292;4.8662;4.6823;4.3966;3.8658;3.6631;2.6255;2.1987
13-01-00 13:00;14.178;14.055;13.035;10.926;10.369;9.1146;8.7834;7.402;5.7669;5.5176;5.3372;4.9152;4.7333;4.4426;3.9109;3.7062;2.657;2.2205
13-01-00 14:00;14.207;14.083;13.057;10.95;10.389;9.1238;8.7939;7.4356;5.8092;5.5576;5.3799;4.9635;4.7844;4.4884;3.9563;3.7496;2.6892;2.2429
13-01-00 15:00;14.237;14.111;13.081;10.973;10.409;9.1328;8.804;7.4675;5.8502;5.5956;5.4203;5.0101;4.8343;4.5328;4.001;3.7931;2.7221;2.2659
13-01-00 16:00;14.268;14.141;13.106;10.997;10.428;9.1415;8.8139;7.4975;5.8897;5.6314;5.4582;5.0542;4.8819;4.5758;4.0451;3.8366;2.7553;2.2892
13-01-00 17:00;14.3;14.172;13.131;11.019;10.447;9.15;8.8236;7.5258;5.9276;5.6656;5.4944;5.0962;4.9262;4.6168;4.0884;3.8801;2.789;2.313
13-01-00 18:00;14.332;14.204;13.158;11.042;10.466;9.1584;8.833;7.5526;5.9638;5.6983;5.5289;5.136;4.968;4.6561;4.1308;3.9235;2.8232;2.3373
13-01-00 19:00;14.366;14.236;13.186;11.065;10.484;9.1667;8.8423;7.578;5.9984;5.7297;5.5617;5.1732;5.0071;4.6934;4.1723;3.9668;2.8578;2.362
13-01-00 20:00;14.399;14.269;13.214;11.087;10.502;9.1749;8.8514;7.6021;6.0316;5.76;5.593;5.2076;5.0432;4.7287;4.2127;4.0096;2.8929;2.3872
13-01-00 21:00;14.434;14.303;13.243;11.11;10.521;9.1831;8.8604;7.6253;6.0635;5.7891;5.6226;5.2395;5.0764;4.7622;4.252;4.0518;2.9284;2.4128
13-01-00 22:00;14.47;14.338;13.273;11.132;10.539;9.1912;8.8693;7.6474;6.094;5.8169;5.6505;5.2688;5.1071;4.794;4.2904;4.0939;2.9644;2.4389
13-01-00 23:00;14.505;14.372;13.304;11.155;10.557;9.1994;8.8782;7.6686;6.1233;5.8436;5.6769;5.2963;5.1357;4.8244;4.3283;4.1365;3.0007;2.4655
14-01-00 00:00;14.536;14.402;13.333;11.178;10.576;9.2076;8.8871;7.689;6.1516;5.8695;5.7024;5.3224;5.1623;4.8534;4.3655;4.1788;3.0371;2.4924
14-01-00 01:00;14.566;14.431;13.36;11.201;10.594;9.2159;8.8961;7.7087;6.1791;5.8946;5.7268;5.3473;5.1873;4.8816;4.402;4.2207;3.0733;2.5198
14-01-00 02:00;14.595;14.459;13.387;11.223;10.612;9.224;8.9049;7.7279;6.2058;5.9191;5.7505;5.3712;5.2111;4.9091;4.4379;4.2624;3.1094;2.5466
14-01-00 03:00;14.621;14.485;13.413;11.244;10.629;9.2321;8.9137;7.7467;6.2319;5.9431;5.7735;5.3943;5.2338;4.9363;4.4734;4.3035;3.1453;2.5734
14-01-00 04:00;14.646;14.51;13.437;11.265;10.646;9.2399;8.9225;7.765;6.2577;5.9668;5.7962;5.4171;5.2562;4.9641;4.5093;4.3444;3.181;2.6001
14-01-00 05:00;14.666;14.53;13.459;11.285;10.662;9.2476;8.931;7.7827;6.2834;5.9906;5.8189;5.4399;5.2786;4.9929;4.5456;4.3853;3.2165;2.6267
14-01-00 06:00;14.679;14.543;13.476;11.303;10.677;9.2551;8.9395;7.7999;6.309;6.0144;5.8417;5.4627;5.3012;5.0227;4.5823;4.4259;3.252;2.6531
14-01-00 07:00;14.69;14.554;13.49;11.32;10.691;9.2623;8.9479;7.8166;6.3344;6.0384;5.8648;5.4857;5.3242;5.0536;4.6192;4.4662;3.2874;2.6793
14-01-00 08:00;14.698;14.562;13.501;11.335;10.703;9.269;8.956;7.8329;6.3597;6.0626;5.8881;5.5091;5.3475;5.0853;4.6563;4.5063;3.3226;2.7051
14-01-00 09:00;14.704;14.569;13.512;11.348;10.714;9.2753;8.9637;7.8486;6.385;6.0869;5.9116;5.5328;5.3712;5.1179;4.6937;4.5463;3.3575;2.7307
14-01-00 10:00;14.712;14.577;13.521;11.359;10.724;9.281;8.971;7.8637;6.41;6.1114;5.9355;5.557;5.3955;5.1513;4.7314;4.5861;3.392;2.7559
14-01-00 11:00;14.723;14.588;13.529;11.369;10.732;9.2863;8.9778;7.8781;6.4349;6.136;5.9596;5.5815;5.4202;5.1853;4.7691;4.6255;3.4259;2.7807
14-01-00 12:00;14.731;14.595;13.536;11.377;10.739;9.2911;8.9842;7.892;6.4597;6.1606;5.9838;5.6062;5.4452;5.2198;4.8067;4.6644;3.4592;2.8049
14-01-00 13:00;14.736;14.6;13.543;11.385;10.746;9.2956;8.9902;7.9053;6.484;6.1852;6.008;5.6314;5.4706;5.2544;4.8441;4.7027;3.4918;2.8287
14-01-00 14:00;14.741;14.605;13.549;11.392;10.752;9.2997;8.9959;7.9181;6.5079;6.2097;6.0323;5.657;5.4968;5.289;4.8809;4.74;3.5235;2.8518
14-01-00 15:00;14.746;14.61;13.556;11.398;10.757;9.3036;9.0011;7.9303;6.5315;6.234;6.0568;5.683;5.5234;5.3231;4.9168;4.7762;3.5542;2.8741
14-01-00 16:00;14.752;14.617;13.563;11.404;10.763;9.3073;9.0062;7.9421;6.5547;6.2582;6.0812;5.7094;5.5503;5.3565;4.9516;4.811;3.5836;2.8956
14-01-00 17:00;14.759;14.623;13.569;11.41;10.768;9.3109;9.011;7.9534;6.5775;6.2821;6.1055;5.7357;5.5771;5.3888;4.9849;4.8444;3.6119;2.9162
14-01-00 18:00;14.765;14.629;13.575;11.416;10.773;9.3143;9.0156;7.9645;6.5998;6.3056;6.1294;5.7616;5.6033;5.4195;5.0165;4.8762;3.639;2.936
14-01-00 19:00;14.772;14.635;13.581;11.421;10.777;9.3176;9.0202;7.9752;6.6215;6.3285;6.1528;5.7867;5.6286;5.4484;5.0464;4.9062;3.6649;2.9548
14-01-00 20:00;14.778;14.642;13.588;11.426;10.782;9.3209;9.0247;7.9858;6.6425;6.3506;6.1754;5.8109;5.6529;5.4756;5.0746;4.9345;3.6893;2.9728
14-01-00 21:00;14.784;14.648;13.594;11.432;10.786;9.3242;9.0292;7.9961;6.6626;6.3719;6.1971;5.834;5.6761;5.5012;5.1011;4.9612;3.7122;2.9896
14-01-00 22:00;14.791;14.654;13.6;11.437;10.791;9.3274;9.0336;8.0063;6.6819;6.3923;6.2179;5.8562;5.6984;5.5254;5.1261;4.9864;3.7337;3.0055
14-01-00 23:00;14.797;14.66;13.606;11.442;10.795;9.3306;9.0381;8.0164;6.7005;6.4119;6.2379;5.8773;5.7197;5.5482;5.1498;5.0101;3.7539;3.0205
15-01-00 00:00;14.804;14.667;13.612;11.447;10.799;9.3338;9.0425;8.0262;6.7182;6.4307;6.2571;5.8976;5.7402;5.5698;5.1721;5.0326;3.7728;3.0346
15-01-00 01:00;14.81;14.673;13.618;11.451;10.803;9.337;9.047;8.0359;6.7353;6.4488;6.2756;5.917;5.7597;5.5902;5.1932;5.0538;3.7906;3.0479
15-01-00 02:00;14.816;14.679;13.624;11.456;10.808;9.3402;9.0515;8.0455;6.7518;6.4661;6.2933;5.9355;5.7782;5.6094;5.2131;5.0738;3.8073;3.0606
