Time [yyyy-MM-dd HH:mm:ss];50909ObsUS: Discharge at (Waal2_B_A_A_A_ 6366_82)_ Flow1D [m³/s];50906ObsUS: Discharge at (Waal3_A_ 597_388)_ Flow1D [m³/s];889.00_WA: Discharge at (Waal3_B_B_A_ 451_736)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];50922ObsUS: Discharge at (Waal4_A_ 3082_405)_ Flow1D [m³/s];50930ObsUS: Discharge at (Waal5_A_ 5095_349)_ Flow1D [m³/s];938.00_WA: Discharge at (Waal5_B_B_A_ 971_827)_ Flow1D [m³/s];946.00_WA: Discharge at (Waal5_B_B_B_A_ 166_1865)_ Flow1D [m³/s];51021ObsUS: Discharge at (Waal5_B_B_B_A_ 5461_157)_ Flow1D [m³/s];953.00_WA: Discharge at (Waal6_A_ 249_5)_ Flow1D [m³/s];51043ObsUS: Discharge at (Waal6_A_ 2614_23)_ Flow1D [m³/s];956.00_WA: Discharge at (Waal6_B_A_ 512_541)_ Flow1D [m³/s];957.00_WA: Discharge at (Waal6_B_B_A_ 454_649)_ Flow1D [m³/s];960.00_WA: Discharge at (Waal6_B_B_B_B_B_ 107_9365)_ Flow1D [m³/s];
29-12-99 00:00;0;2540.3;2545.5;2588.8;2610.15;2631.5;2672.8;2691.3;2707.3;2719.9;1316.3;1335.2;1342.6;1352;1386.6;
29-12-99 01:00;2817.9;1092;909.51;-138.5;1249.7;2637.9;2769.4;2839.1;2876.5;2765.1;2731.2;2694.2;2688.5;2679.5;2642;
29-12-99 02:00;2906;2366.7;2287;1872.7;1763;1653.3;2656.8;2771;2789.3;2761.4;2752.7;2742.1;2739.7;2735.8;2720.9;# check order
29-12-99 03:00;2947;2632.4;2582.9;2140.3;2099.45;2058.6;2332;2517.6;2655.8;2733.4;2740.2;2743.4;2743.6;2743.6;2743;
29-12-99 04:00;2974;2738.3;2703.4;2347.7;2262.75;2177.8;2276.7;2396.8;2504.3;2630.5;2653.2;2674.7;2678.9;2685.5;2712.9;
29-12-99 05:00;3000.9;2810.2;2783.4;2485.5;2385.25;2285;2279.7;2347.8;2425.2;2544.8;2568.6;2591.1;2595.7;2602.8;2631.1;
29-12-99 06:00;3023.6;2861.9;2840.3;2585.9;2482.65;2379.4;2312.1;2341.6;2388.9;2476.3;2494.9;2512.6;2516.3;2522.1;2546.1;
29-12-99 07:00;3041.4;2900.3;2882.5;2662.6;2562.35;2462.1;2357.8;2358.6;2379.6;2432.8;2444.9;2456.5;2459.1;2463;2480.1;
29-12-99 08:00;3055.5;2929.9;2914.9;2722.8;2627.9;2533;2408.4;2388.5;2388.4;2412.1;2418.1;2424.1;2425.5;2427.6;2437.9;
29-12-99 09:00;3066.4;2952.9;2940.2;2770.9;2682.75;2594.6;2459.4;2425.4;2409.5;2409.8;2411;2412.5;2412.8;2413.5;2418.2;
29-12-99 10:00;3074.9;2971.3;2960.4;2810.4;2729.1;2647.8;2508.7;2465.6;2438.7;2421.6;2419;2417.1;2416.7;2416.2;2416.5;
29-12-99 11:00;3081.6;2986.2;2976.7;2843.2;2768.55;2693.9;2555.1;2506.9;2472.8;2443.2;2438;2433.6;2432.7;2431.3;2428.5;
29-12-99 12:00;3087;2998.5;2990.2;2870.9;2802.3;2733.7;2598.3;2547.7;2509.3;2471.3;2464.4;2458.2;2456.9;2455;2450.1;
29-12-99 13:00;3091.4;3008.6;3001.3;2894.5;2831.45;2768.4;2638.5;2587.4;2546.8;2503.3;2495.2;2487.9;2486.4;2484.1;2477.8;
29-12-99 14:00;3094.9;3017;3010.6;2914.7;2856.8;2798.9;2675.6;2625.5;2584.2;2537.4;2528.6;2520.5;2518.9;2516.4;2509.2;
29-12-99 15:00;3097.7;3024.1;3018.4;2931.9;2878.9;2825.9;2709.9;2661.7;2620.7;2572.2;2563;2554.6;2552.9;2550.2;2542.6;
29-12-99 16:00;3100.2;3030.2;3025.2;2946.7;2898.25;2849.8;2741.3;2695.7;2655.7;2606.8;2597.6;2589;2587.2;2584.6;2576.8;
29-12-99 17:00;3102.3;3035.5;3031;2959.7;2915.4;2871.1;2769.8;2727.2;2688.9;2640.5;2631.4;2622.8;2621.1;2618.5;2610.8;
29-12-99 18:00;3104.1;3040;3036;2971.1;2930.55;2890;2795.9;2756.4;2720.1;2673.1;2664.2;2655.7;2654;2651.5;2644;
29-12-99 19:00;3105.7;3044;3040.3;2981.1;2944.05;2907;2819.4;2783.1;2749.3;2704.2;2695.5;2687.3;2685.7;2683.2;2676;
29-12-99 20:00;3107;3047.4;3044.1;2989.8;2956;2922.2;2840.8;2807.6;2776.2;2733.4;2725.2;2717.2;2715.6;2713.1;2704.9;
29-12-99 21:00;3108.1;3050.3;3047.4;2997.8;2966.9;2936;2860.4;2829.9;2800.8;2759.1;2750.7;2742.4;2740.7;2738;2729.3;
29-12-99 22:00;3109;3052.9;3050.2;3004.9;2976.7;2948.5;2878.3;2850.2;2823;2782.8;2774.6;2766.5;2764.8;2762.2;2753.7;
29-12-99 23:00;3109.9;3055.2;3052.7;3011.3;2985.6;2959.9;2894.8;2868.8;2843.4;2805.1;2797.3;2789.4;2787.9;2785.3;2777.2;
30-12-99 00:00;3110.6;3057.2;3054.9;3017.2;2993.7;2970.2;2909.8;2885.9;2862.2;2826.1;2818.7;2811.2;2809.7;2807.2;2799.5;
30-12-99 01:00;3111.3;3059;3057;3022.4;3000.95;2979.5;2923.7;2901.6;2879.7;2845.7;2838.7;2831.6;2830.1;2827.8;2820.7;
30-12-99 02:00;3111.8;3060.7;3058.8;3027.2;3007.55;2987.9;2936.4;2916;2895.7;2864;2857.4;2850.7;2849.3;2847.2;2840.5;
30-12-99 03:00;3112.4;3062.1;3060.4;3031.5;3013.5;2995.5;2948;2929.3;2910.6;2881;2874.9;2868.5;2867.3;2865.2;2859.1;
30-12-99 04:00;3112.9;3063.5;3061.9;3035.4;3018.9;3002.4;2958.6;2941.5;2924.2;2896.8;2891.1;2885.1;2883.9;2882;2876.4;
30-12-99 05:00;3113.3;3064.7;3063.3;3039;3023.85;3008.7;2968.4;2952.6;2936.8;2911.4;2906;2900.5;2899.4;2897.6;2892.5;
30-12-99 06:00;3113.7;3065.8;3064.5;3042.2;3028.3;3014.4;2977.4;2962.9;2948.3;2924.8;2919.9;2914.7;2913.7;2912;2907.4;
30-12-99 07:00;3114;3066.8;3065.6;3045.2;3032.45;3019.7;2985.6;2972.3;2958.9;2937.2;2932.6;2927.8;2926.8;2925.3;2921.2;
30-12-99 08:00;3114.3;3067.7;3066.6;3047.9;3036.2;3024.5;2993.1;2980.9;2968.6;2948.6;2944.3;2939.9;2939;2937.6;2933.9;
30-12-99 09:00;3114.6;3068.5;3067.5;3050.3;3039.6;3028.9;3000;2988.8;2977.5;2959;2955.1;2951;2950.2;2948.9;2945.6;
30-12-99 10:00;3114.9;3069.3;3068.4;3052.6;3042.8;3033;3006.4;2996.1;2985.6;2968.7;2965.1;2961.3;2960.5;2959.3;2956.5;
30-12-99 11:00;3115.2;3070;3069.2;3054.7;3045.7;3036.7;3012.2;3002.8;2993.2;2977.5;2974.2;2970.7;2970;2968.9;2966.4;
30-12-99 12:00;3115.4;3070.7;3069.9;3056.6;3048.35;3040.1;3017.6;3008.9;3000;2985.7;2982.6;2979.4;2978.7;2977.7;2975.6;
30-12-99 13:00;3115.6;3071.3;3070.5;3058.3;3050.75;3043.2;3022.5;3014.5;3006.4;2993.1;2990.3;2987.3;2986.7;2985.8;2984;
30-12-99 14:00;3115.8;3071.8;3071.2;3059.9;3052.95;3046;3027;3019.6;3012.1;3000;2997.4;2994.6;2994.1;2993.2;2991.7;
30-12-99 15:00;3116;3072.3;3071.7;3061.4;3055;3048.6;3031.1;3024.3;3017.5;3006.4;3004;3001.5;3001;3000.2;2998.9;
30-12-99 16:00;3116.2;3072.8;3072.3;3062.8;3056.9;3051;3034.9;3028.6;3022.4;3012.5;3010.4;3008.1;3007.7;3006.9;3005.9;
30-12-99 17:00;3116.4;3073.2;3072.7;3064;3058.6;3053.2;3038.4;3032.7;3027;3018;3016.1;3014.1;3013.7;3013;3012.3;
30-12-99 18:00;3116.5;3073.6;3073.2;3065.2;3060.2;3055.2;3041.6;3036.4;3031.2;3023;3021.3;3019.5;3019.1;3018.5;3018;
30-12-99 19:00;3116.7;3074;3073.6;3066.2;3061.65;3057.1;3044.5;3039.8;3035;3027.6;3026;3024.3;3024;3023.4;3023.2;
30-12-99 20:00;3116.8;3074.4;3074;3067.2;3063;3058.8;3047.3;3042.9;3038.5;3031.7;3030.3;3028.8;3028.5;3028;3028;
30-12-99 21:00;3116.9;3074.7;3074.3;3068.1;3064.25;3060.4;3049.8;3045.7;3041.8;3035.6;3034.3;3032.9;3032.6;3032.1;3032.3;
30-12-99 22:00;3117;3075;3074.6;3068.9;3065.35;3061.8;3052.1;3048.4;3044.7;3039.1;3037.9;3036.6;3036.3;3035.9;3036.3;
30-12-99 23:00;3117.1;3075.2;3074.9;3069.6;3066.4;3063.2;3054.2;3050.8;3047.5;3042.3;3041.2;3040;3039.8;3039.4;3039.9;
31-12-99 00:00;3117.2;3075.5;3075.2;3070.3;3067.35;3064.4;3056.1;3053;3050;3045.2;3044.2;3043.1;3042.9;3042.5;3043.2;
31-12-99 01:00;3117.3;3075.7;3075.5;3071;3068.25;3065.5;3057.9;3055.1;3052.3;3047.9;3047;3046;3045.8;3045.4;3046.2;
31-12-99 02:00;3117.4;3075.9;3075.7;3071.6;3069.05;3066.5;3059.6;3056.9;3054.4;3050.3;3049.5;3048.6;3048.4;3048.1;3049;
31-12-99 03:00;3117.5;3076.1;3075.9;3072.1;3069.8;3067.5;3061.1;3058.7;3056.3;3052.6;3051.8;3051;3050.8;3050.6;3051.5;
31-12-99 04:00;3117.6;3076.3;3076.1;3072.6;3070.5;3068.4;3062.5;3060.2;3058.1;3054.7;3054;3053.2;3053.1;3052.8;3053.9;
31-12-99 05:00;3117.6;3076.5;3076.3;3073.1;3071.15;3069.2;3063.7;3061.7;3059.7;3056.6;3055.9;3055.2;3055.1;3054.9;3056;
31-12-99 06:00;3117.7;3076.6;3076.5;3073.5;3071.7;3069.9;3064.9;3063;3061.2;3058.3;3057.7;3057.1;3057;3056.8;3058;
31-12-99 07:00;3117.8;3076.8;3076.6;3073.9;3072.25;3070.6;3066;3064.3;3062.6;3059.9;3059.4;3058.8;3058.7;3058.5;3059.8;
31-12-99 08:00;3117.8;3076.9;3076.8;3074.3;3072.75;3071.2;3067;3065.4;3063.8;3061.4;3060.9;3060.4;3060.3;3060.1;3061.4;
31-12-99 09:00;3117.9;3077;3076.9;3074.6;3073.2;3071.8;3067.9;3066.4;3065;3062.8;3062.3;3061.8;3061.7;3061.6;3063;
31-12-99 10:00;3117.9;3077.2;3077;3074.9;3073.6;3072.3;3068.7;3067.4;3066.1;3064;3063.6;3063.2;3063.1;3062.9;3064.4;
31-12-99 11:00;3118;3077.3;3077.1;3075.2;3074;3072.8;3069.5;3068.3;3067.1;3065.2;3064.8;3064.4;3064.3;3064.2;3065.7;
31-12-99 12:00;3118;3077.4;3077.3;3075.5;3074.4;3073.3;3070.2;3069.1;3068;3066.3;3065.9;3065.5;3065.4;3065.3;3066.9;
31-12-99 13:00;3118;3077.4;3077.3;3075.7;3074.7;3073.7;3070.9;3069.8;3068.8;3067.2;3066.9;3066.5;3066.5;3066.3;3068;
31-12-99 14:00;3118.1;3077.5;3077.4;3075.9;3075;3074.1;3071.5;3070.5;3069.6;3068.1;3067.8;3067.5;3067.4;3067.3;3069;
31-12-99 15:00;3118.1;3077.6;3077.5;3076.1;3075.25;3074.4;3072;3071.2;3070.3;3068.9;3068.7;3068.4;3068.3;3068.2;3069.9;
31-12-99 16:00;3118.1;3077.7;3077.6;3076.3;3075.5;3074.7;3072.6;3071.7;3070.9;3069.7;3069.4;3069.2;3069.1;3069;3070.7;
31-12-99 17:00;3118.2;3077.7;3077.7;3076.5;3075.75;3075;3073;3072.3;3071.5;3070.4;3070.2;3069.9;3069.9;3069.8;3071.5;
31-12-99 18:00;3118.2;3077.8;3077.7;3076.6;3075.95;3075.3;3073.5;3072.8;3072.1;3071;3070.8;3070.6;3070.5;3070.5;3072.2;
31-12-99 19:00;3118.2;3077.8;3077.8;3076.8;3076.2;3075.6;3073.9;3073.2;3072.6;3071.6;3071.4;3071.2;3071.2;3071.1;3072.9;
31-12-99 20:00;3118.2;3077.9;3077.8;3076.9;3076.35;3075.8;3074.2;3073.6;3073.1;3072.2;3072;3071.8;3071.8;3071.7;3073.5;
31-12-99 21:00;3118.2;3077.9;3077.9;3077;3076.5;3076;3074.6;3074;3073.5;3072.7;3072.5;3072.3;3072.3;3072.2;3074.1;
31-12-99 22:00;3118.3;3078;3077.9;3077.2;3076.7;3076.2;3074.9;3074.4;3073.9;3073.1;3073;3072.8;3072.8;3072.7;3074.6;
31-12-99 23:00;3118.3;3078;3078;3077.3;3076.85;3076.4;3075.2;3074.7;3074.3;3073.6;3073.4;3073.3;3073.2;3073.2;3075.1;
01-01-00 00:00;3118.3;3078.1;3078;3077.4;3076.95;3076.5;3075.4;3075;3074.6;3074;3073.8;3073.7;3073.6;3073.6;3075.5;
01-01-00 01:00;3118.3;3078.1;3078;3077.4;3077.05;3076.7;3075.7;3075.3;3074.9;3074.3;3074.2;3074.1;3074;3074;3075.9;
01-01-00 02:00;3118.1;3078;3078;3077.5;3077.15;3076.8;3075.9;3075.5;3075.2;3074.6;3074.5;3074.4;3074.4;3074.3;3076.3;
01-01-00 03:00;3117.9;3077.9;3077.9;3077.6;3077.3;3077;3076.1;3075.8;3075.4;3074.9;3074.8;3074.7;3074.7;3074.7;3076.6;
01-01-00 04:00;3117.7;3077.7;3077.7;3077.5;3077.3;3077.1;3076.3;3076;3075.7;3075.2;3075.1;3075;3075;3075;3076.9;
01-01-00 05:00;3117.4;3077.5;3077.6;3077.5;3077.3;3077.1;3076.4;3076.2;3075.9;3075.5;3075.4;3075.3;3075.3;3075.2;3077.2;
01-01-00 06:00;3117.1;3077.3;3077.3;3077.4;3077.3;3077.2;3076.6;3076.3;3076.1;3075.7;3075.6;3075.6;3075.5;3075.5;3077.5;
01-01-00 07:00;3116.8;3077.1;3077.1;3077.3;3077.25;3077.2;3076.7;3076.5;3076.3;3075.9;3075.9;3075.8;3075.8;3075.7;3077.7;
01-01-00 08:00;3116.5;3076.8;3076.9;3077.2;3077.15;3077.1;3076.8;3076.6;3076.4;3076.1;3076.1;3076;3076;3075.9;3077.9;
01-01-00 09:00;3116.2;3076.5;3076.6;3077;3077.05;3077.1;3076.8;3076.7;3076.5;3076.3;3076.2;3076.2;3076.1;3076.1;3078.1;
01-01-00 10:00;3115.9;3076.3;3076.3;3076.8;3076.9;3077;3076.9;3076.8;3076.6;3076.4;3076.4;3076.3;3076.3;3076.3;3078.3;
01-01-00 11:00;3115.5;3076;3076;3076.6;3076.75;3076.9;3076.9;3076.8;3076.7;3076.5;3076.5;3076.4;3076.4;3076.4;3078.5;
01-01-00 12:00;3115.2;3075.7;3075.7;3076.4;3076.6;3076.8;3076.8;3076.8;3076.7;3076.6;3076.6;3076.5;3076.5;3076.5;3078.6;
01-01-00 13:00;3114.9;3075.4;3075.5;3076.2;3076.4;3076.6;3076.8;3076.8;3076.8;3076.7;3076.6;3076.6;3076.6;3076.6;3078.7;
01-01-00 14:00;3114.5;3075.1;3075.2;3076;3076.2;3076.4;3076.7;3076.8;3076.7;3076.7;3076.7;3076.7;3076.6;3076.6;3078.7;
01-01-00 15:00;3114.2;3074.8;3074.9;3075.7;3076;3076.3;3076.6;3076.7;3076.7;3076.7;3076.7;3076.7;3076.7;3076.7;3078.8;
01-01-00 16:00;3113.9;3074.5;3074.5;3075.5;3075.8;3076.1;3076.5;3076.6;3076.7;3076.7;3076.7;3076.7;3076.7;3076.7;3078.8;
01-01-00 17:00;3113.5;3074.2;3074.2;3075.2;3075.55;3075.9;3076.4;3076.5;3076.6;3076.6;3076.6;3076.6;3076.6;3076.6;3078.8;
01-01-00 18:00;3113.2;3073.8;3073.9;3074.9;3075.3;3075.7;3076.2;3076.4;3076.5;3076.6;3076.6;3076.6;3076.6;3076.6;3078.8;
01-01-00 19:00;3112.8;3073.5;3073.6;3074.7;3075.05;3075.4;3076.1;3076.2;3076.4;3076.5;3076.5;3076.5;3076.5;3076.5;3078.8;
01-01-00 20:00;3112.5;3073.2;3073.3;3074.4;3074.8;3075.2;3075.9;3076.1;3076.2;3076.4;3076.4;3076.4;3076.4;3076.4;3078.7;
01-01-00 21:00;3112.1;3072.9;3073;3074.1;3074.5;3074.9;3075.7;3075.9;3076.1;3076.3;3076.3;3076.3;3076.3;3076.3;3078.6;
01-01-00 22:00;3111.8;3072.6;3072.7;3073.8;3074.25;3074.7;3075.5;3075.7;3075.9;3076.1;3076.2;3076.2;3076.2;3076.2;3078.5;
01-01-00 23:00;3111.4;3072.2;3072.3;3073.5;3073.95;3074.4;3075.3;3075.5;3075.7;3076;3076;3076.1;3076.1;3076.1;3078.4;
02-01-00 00:00;3111.1;3071.9;3072;3073.2;3073.7;3074.2;3075.1;3075.3;3075.5;3075.8;3075.8;3075.9;3075.9;3075.9;3078.3;
02-01-00 01:00;3110.7;3071.6;3071.7;3072.9;3073.4;3073.9;3074.9;3075.1;3075.3;3075.6;3075.7;3075.7;3075.7;3075.8;3078.1;
02-01-00 02:00;3109.9;3071.1;3071.2;3072.6;3073.1;3073.6;3074.6;3074.9;3075.1;3075.4;3075.5;3075.5;3075.6;3075.6;3078;
02-01-00 03:00;3109;3070.4;3070.5;3072.2;3072.75;3073.3;3074.4;3074.7;3074.9;3075.2;3075.3;3075.3;3075.4;3075.4;3077.8;
02-01-00 04:00;3108.1;3069.6;3069.8;3071.7;3072.35;3073;3074.1;3074.4;3074.7;3075;3075.1;3075.1;3075.1;3075.2;3077.6;
02-01-00 05:00;3107.1;3068.8;3069;3071.1;3071.85;3072.6;3073.8;3074.1;3074.4;3074.8;3074.8;3074.9;3074.9;3075;3077.4;
02-01-00 06:00;3106.1;3067.9;3068.1;3070.5;3071.3;3072.1;3073.5;3073.9;3074.2;3074.5;3074.6;3074.7;3074.7;3074.7;3077.2;
02-01-00 07:00;3105;3066.9;3067.2;3069.8;3070.7;3071.6;3073.2;3073.5;3073.9;3074.3;3074.4;3074.4;3074.5;3074.5;3077;
02-01-00 08:00;3103.9;3065.9;3066.2;3069;3070;3071;3072.8;3073.2;3073.5;3074;3074.1;3074.2;3074.2;3074.2;3076.7;
02-01-00 09:00;3102.8;3064.9;3065.2;3068.2;3069.3;3070.4;3072.3;3072.8;3073.2;3073.7;3073.8;3073.9;3073.9;3073.9;3076.5;
02-01-00 10:00;3101.7;3063.9;3064.2;3067.4;3068.6;3069.8;3071.8;3072.4;3072.8;3073.3;3073.4;3073.5;3073.6;3073.6;3076.2;
02-01-00 11:00;3100.6;3062.9;3063.2;3066.5;3067.75;3069;3071.3;3071.9;3072.4;3073;3073.1;3073.2;3073.2;3073.3;3075.9;
02-01-00 12:00;3099.5;3061.8;3062.1;3065.6;3066.95;3068.3;3070.7;3071.3;3071.9;3072.5;3072.7;3072.8;3072.8;3072.9;3075.5;
02-01-00 13:00;3098.3;3060.8;3061.1;3064.7;3066.1;3067.5;3070.1;3070.8;3071.4;3072.1;3072.2;3072.4;3072.4;3072.4;3075.1;
02-01-00 14:00;3097.2;3059.7;3060;3063.8;3065.25;3066.7;3069.4;3070.2;3070.8;3071.6;3071.7;3071.9;3071.9;3072;3074.7;
02-01-00 15:00;3096;3058.7;3059;3062.8;3064.3;3065.8;3068.7;3069.5;3070.2;3071;3071.2;3071.4;3071.4;3071.4;3074.3;
02-01-00 16:00;3094.9;3057.6;3057.9;3061.8;3063.4;3065;3068;3068.8;3069.5;3070.4;3070.6;3070.8;3070.8;3070.9;3073.8;
02-01-00 17:00;3093.7;3056.6;3056.9;3060.9;3062.5;3064.1;3067.2;3068.1;3068.9;3069.8;3070;3070.2;3070.2;3070.3;3073.3;
02-01-00 18:00;3092.6;3055.5;3055.8;3059.9;3061.55;3063.2;3066.4;3067.4;3068.2;3069.2;3069.4;3069.6;3069.6;3069.7;3072.7;
02-01-00 19:00;3091.4;3054.4;3054.8;3058.9;3060.6;3062.3;3065.6;3066.6;3067.4;3068.5;3068.7;3068.9;3069;3069;3072.1;
02-01-00 20:00;3090.2;3053.3;3053.7;3057.9;3059.6;3061.3;3064.8;3065.8;3066.6;3067.8;3068;3068.2;3068.3;3068.3;3071.5;
02-01-00 21:00;3089.1;3052.3;3052.6;3056.8;3058.6;3060.4;3063.9;3065;3065.8;3067;3067.2;3067.5;3067.5;3067.6;3070.8;
02-01-00 22:00;3087.9;3051.2;3051.5;3055.8;3057.6;3059.4;3063.1;3064.1;3065;3066.2;3066.5;3066.7;3066.8;3066.9;3070.1;
02-01-00 23:00;3086.8;3050.1;3050.5;3054.8;3056.6;3058.4;3062.2;3063.2;3064.2;3065.4;3065.7;3065.9;3066;3066.1;3069.4;
03-01-00 00:00;3085.6;3049.1;3049.4;3053.7;3055.6;3057.5;3061.2;3062.4;3063.3;3064.6;3064.9;3065.1;3065.2;3065.3;3068.7;
03-01-00 01:00;3084.8;3048;3048.3;3052.7;3054.6;3056.5;3060.3;3061.4;3062.4;3063.8;3064;3064.3;3064.4;3064.4;3067.9;
03-01-00 02:00;3085.8;3047.9;3048.1;3051.7;3053.6;3055.5;3059.4;3060.5;3061.5;3062.9;3063.2;3063.4;3063.5;3063.6;3067.1;
03-01-00 03:00;3087.4;3048.7;3048.8;3051.1;3052.8;3054.5;3058.4;3059.6;3060.6;3062;3062.3;3062.6;3062.6;3062.7;3066.3;
03-01-00 04:00;3089.5;3050;3050;3051;3052.4;3053.8;3057.5;3058.6;3059.7;3061.1;3061.4;3061.7;3061.7;3061.8;3065.4;
03-01-00 05:00;3091.8;3051.7;3051.6;3051.3;3052.3;3053.3;3056.6;3057.7;3058.8;3060.2;3060.5;3060.8;3060.8;3060.9;3064.6;
03-01-00 06:00;3094.3;3053.7;3053.4;3052.1;3052.6;3053.1;3055.8;3056.9;3057.9;3059.3;3059.6;3059.9;3059.9;3060;3063.7;
03-01-00 07:00;3096.9;3055.9;3055.5;3053.1;3053.2;3053.3;3055.3;3056.2;3057.1;3058.4;3058.7;3059;3059;3059.1;3062.9;
03-01-00 08:00;3099.7;3058.2;3057.8;3054.4;3054.05;3053.7;3054.9;3055.6;3056.4;3057.6;3057.9;3058.1;3058.2;3058.3;3062.1;
03-01-00 09:00;3102.5;3060.7;3060.2;3055.9;3055.1;3054.3;3054.7;3055.2;3055.9;3056.9;3057.2;3057.4;3057.5;3057.5;3061.3;
03-01-00 10:00;3105.4;3063.3;3062.8;3057.6;3056.4;3055.2;3054.8;3055.1;3055.5;3056.4;3056.6;3056.8;3056.8;3056.9;3060.6;
03-01-00 11:00;3108.3;3066;3065.4;3059.4;3057.85;3056.3;3055;3055.1;3055.3;3056;3056.1;3056.3;3056.3;3056.4;3060.1;
03-01-00 12:00;3111.3;3068.8;3068.1;3061.4;3059.5;3057.6;3055.5;3055.3;3055.4;3055.7;3055.8;3055.9;3056;3056;3059.7;
03-01-00 13:00;3114.3;3071.6;3070.9;3063.6;3061.3;3059;3056.2;3055.8;3055.6;3055.7;3055.7;3055.7;3055.8;3055.8;3059.5;
03-01-00 14:00;3117.4;3074.6;3073.8;3065.8;3063.2;3060.6;3057;3056.4;3056;3055.8;3055.8;3055.7;3055.7;3055.7;3059.5;
03-01-00 15:00;3120.4;3077.6;3076.8;3068.2;3065.3;3062.4;3058.1;3057.2;3056.6;3056.1;3056;3055.9;3055.9;3055.9;3059.6;
03-01-00 16:00;3123.5;3080.6;3079.8;3070.7;3067.5;3064.3;3059.3;3058.2;3057.4;3056.6;3056.4;3056.3;3056.2;3056.2;3060;
03-01-00 17:00;3126.6;3083.7;3082.8;3073.3;3069.8;3066.3;3060.7;3059.3;3058.3;3057.2;3057;3056.8;3056.8;3056.7;3060.5;
03-01-00 18:00;3129.8;3086.8;3085.9;3075.9;3072.2;3068.5;3062.2;3060.7;3059.5;3058.1;3057.8;3057.5;3057.5;3057.4;3061.2;
03-01-00 19:00;3133;3090;3089.1;3078.6;3074.65;3070.7;3063.9;3062.1;3060.7;3059.1;3058.8;3058.4;3058.4;3058.3;3062.1;
03-01-00 20:00;3136.2;3093.2;3092.2;3081.4;3077.25;3073.1;3065.7;3063.7;3062.2;3060.3;3059.9;3059.5;3059.4;3059.3;3063.2;
03-01-00 21:00;3139.4;3096.4;3095.4;3084.3;3079.9;3075.5;3067.6;3065.5;3063.7;3061.6;3061.2;3060.7;3060.6;3060.5;3064.4;
03-01-00 22:00;3142.6;3099.6;3098.6;3087.2;3082.65;3078.1;3069.6;3067.4;3065.5;3063.1;3062.6;3062.1;3062;3061.8;3065.8;
03-01-00 23:00;3145.8;3102.9;3101.9;3090.1;3085.4;3080.7;3071.8;3069.4;3067.3;3064.7;3064.2;3063.6;3063.5;3063.3;3067.3;
04-01-00 00:00;3149.1;3106.2;3105.2;3093.1;3088.25;3083.4;3074;3071.5;3069.3;3066.4;3065.9;3065.3;3065.1;3064.9;3069;
04-01-00 01:00;3152.3;3109.5;3108.5;3096.1;3091.1;3086.1;3076.4;3073.7;3071.3;3068.3;3067.7;3067;3066.9;3066.7;3070.8;
04-01-00 02:00;3155.2;3112.6;3111.6;3099.2;3094.05;3088.9;3078.8;3076;3073.5;3070.3;3069.6;3068.9;3068.8;3068.6;3072.7;
04-01-00 03:00;3158;3115.7;3114.6;3102.2;3096.95;3091.7;3081.3;3078.3;3075.8;3072.4;3071.7;3071;3070.8;3070.6;3074.7;
04-01-00 04:00;3160.7;3118.6;3117.6;3105.2;3099.9;3094.6;3083.9;3080.8;3078.1;3074.6;3073.9;3073.1;3072.9;3072.7;3076.9;
04-01-00 05:00;3163.4;3121.5;3120.5;3108.1;3102.8;3097.5;3086.6;3083.4;3080.6;3076.9;3076.1;3075.3;3075.1;3074.9;3079.2;
04-01-00 06:00;3166;3124.3;3123.3;3111;3105.65;3100.3;3089.2;3085.9;3083.1;3079.2;3078.5;3077.6;3077.5;3077.2;3081.5;
04-01-00 07:00;3168.7;3127.1;3126.1;3113.9;3108.5;3103.1;3091.9;3088.6;3085.7;3081.7;3080.9;3080;3079.8;3079.6;3084;
04-01-00 08:00;3171.3;3129.9;3128.9;3116.7;3111.3;3105.9;3094.6;3091.2;3088.3;3084.2;3083.4;3082.5;3082.3;3082;3086.5;
04-01-00 09:00;3173.9;3132.7;3131.7;3119.5;3114.15;3108.8;3097.4;3093.9;3090.9;3086.7;3085.9;3085;3084.8;3084.5;3089;
04-01-00 10:00;3176.6;3135.5;3134.5;3122.3;3116.9;3111.5;3100.1;3096.6;3093.6;3089.3;3088.5;3087.6;3087.4;3087.1;3091.7;
04-01-00 11:00;3179.2;3138.3;3137.3;3125.1;3119.7;3114.3;3102.9;3099.3;3096.3;3092;3091.1;3090.2;3090;3089.6;3094.4;
04-01-00 12:00;3181.8;3141.1;3140.1;3127.9;3122.5;3117.1;3105.6;3102.1;3099;3094.6;3093.7;3092.8;3092.6;3092.3;3097.1;
04-01-00 13:00;3184.4;3143.8;3142.8;3130.6;3125.25;3119.9;3108.3;3104.8;3101.7;3097.3;3096.4;3095.4;3095.2;3094.9;3099.8;
04-01-00 14:00;3187;3146.6;3145.6;3133.4;3128.05;3122.7;3111.1;3107.5;3104.4;3100;3099.1;3098.1;3097.9;3097.6;3102.6;
04-01-00 15:00;3189.7;3149.4;3148.4;3136.2;3130.8;3125.4;3113.8;3110.3;3107.1;3102.7;3101.8;3100.8;3100.6;3100.3;3105.4;
