Time [yyyy-MM-dd HH:mm:ss];Water level at (Waal2_A_ 3753_233) [m AD];Water level at (Waal2_B_A_A_A_ 6438_712) [m AD];Water level at (Waal2_B_A_A_B_ 2469_155) [m AD];Water level at (Waal2_B_A_B_A_ 2376_095) [m AD];Water level at (Waal3_A_ 691_637) [m AD];Water level at (Waal3_B_A_ 1117_265) [m AD];Water level at (Waal3_B_B_A_A_ 14276_89) [m AD];Water level at (Waal3_B_B_A_B_ 434_885) [m AD];Water level at (Waal4_A_B_ 2436_3) [m AD];Water level at (Waal5_A_ 5200_192) [m AD];Water level at (Waal5_B_A_ 5567_768) [m AD];Water level at (Waal5_B_B_A_B_ 6363_314) [m AD];Water level at (Waal5_B_B_B_A_ 5601_266) [m AD];Water level at (Waal6_B_A_ 1057_043) [m AD];Water level at (Waal6_B_B_A_ 973_946) [m AD];Water level at (Waal6_A_ 2734_108) [m AD];Water level at (Waal6_B_B_B_A_ 479_153) [m AD];Water level at (Waal6_B_B_B_B_A_ 1993_346) [m AD];;
07-01-00 18:00;12.024;11.583;11.429;11.327;11.213;11.056;9.4728;9.322;7.7317;5.5504;4.7154;3.3529;2.7267;2.1457;2.0459;2.2624;2.0021;1.8068;;
07-01-00 19:00;12.039;11.597;11.443;11.342;11.232;11.074;9.4887;9.3374;7.7452;5.5655;4.7283;3.3622;2.7371;2.1532;2.0527;2.2705;2.0097;1.8132;;
07-01-00 20:00;12.055;11.611;11.456;11.356;11.25;11.091;9.5046;9.3529;7.7585;5.5808;4.7415;3.3719;2.7477;2.1608;2.0597;2.2788;2.0175;1.8198;;
07-01-00 21:00;12.07;11.625;11.469;11.37;11.268;11.108;9.5206;9.3684;7.7718;5.5962;4.7548;3.3819;2.7585;2.1684;2.0667;2.2873;2.0255;1.8265;;
07-01-00 22:00;12.086;11.639;11.483;11.384;11.286;11.125;9.5366;9.3841;7.7849;5.6119;4.7683;3.3922;2.7695;2.1762;2.0738;2.2958;2.0336;1.8333;;
07-01-00 23:00;12.102;11.653;11.496;11.398;11.303;11.141;9.5528;9.3999;7.798;5.6278;4.782;3.4028;2.7806;2.1841;2.081;2.3045;2.0419;1.8403;;
08-01-00 00:00;12.117;11.667;11.509;11.411;11.32;11.157;9.5689;9.4156;7.8108;5.6441;4.796;3.4138;2.792;2.1921;2.0882;2.3133;2.0502;1.8474;;
08-01-00 01:00;12.133;11.681;11.522;11.425;11.337;11.172;9.5848;9.4312;7.8234;5.6607;4.8103;3.4251;2.8035;2.2002;2.0956;2.3223;2.0588;1.8546;;
08-01-00 02:00;12.148;11.695;11.536;11.438;11.353;11.187;9.6006;9.4468;7.8358;5.6773;4.8249;3.4368;2.8154;2.2085;2.103;2.3314;2.0675;1.8621;;
08-01-00 03:00;12.164;11.708;11.549;11.451;11.368;11.202;9.6164;9.4623;7.8479;5.6941;4.8395;3.4487;2.8274;2.2168;2.1106;2.3406;2.0762;1.8697;;
08-01-00 04:00;12.179;11.722;11.562;11.464;11.383;11.216;9.6323;9.4778;7.8598;5.7111;4.8544;3.4608;2.8396;2.2252;2.118;2.3499;2.085;1.8773;;
08-01-00 05:00;12.195;11.736;11.576;11.477;11.398;11.229;9.6484;9.4933;7.8714;5.7283;4.8696;3.4731;2.852;2.2336;2.1256;2.3593;2.0938;1.885;;
08-01-00 06:00;12.211;11.751;11.589;11.49;11.412;11.243;9.6649;9.5091;7.8828;5.7456;4.885;3.4856;2.8644;2.242;2.1331;2.3687;2.1027;1.8928;;
08-01-00 07:00;12.228;11.765;11.603;11.503;11.427;11.256;9.6819;9.5252;7.8942;5.763;4.9007;3.4983;2.877;2.2505;2.1407;2.3782;2.1116;1.9007;;
08-01-00 08:00;12.245;11.78;11.617;11.516;11.441;11.269;9.6995;9.5417;7.9056;5.7806;4.9165;3.5112;2.8896;2.259;2.1483;2.3878;2.1205;1.9087;;
08-01-00 09:00;12.263;11.795;11.631;11.53;11.456;11.283;9.7177;9.5586;7.9171;5.7984;4.9327;3.5244;2.9023;2.2675;2.1559;2.3973;2.1294;1.9167;;
08-01-00 10:00;12.281;11.811;11.646;11.544;11.471;11.297;9.7368;9.5762;7.9286;5.8165;4.9489;3.5375;2.9147;2.2759;2.1634;2.4067;2.1382;1.9247;;
08-01-00 11:00;12.3;11.827;11.661;11.559;11.486;11.311;9.7571;9.5943;7.9402;5.8349;4.9653;3.5505;2.9268;2.2841;2.1707;2.4159;2.1467;1.9326;;
08-01-00 12:00;12.32;11.844;11.677;11.574;11.502;11.325;9.7783;9.613;7.9519;5.8534;4.9818;3.5635;2.9388;2.2922;2.1779;2.425;2.155;1.9403;;
08-01-00 13:00;12.34;11.861;11.693;11.589;11.517;11.339;9.8005;9.6321;7.964;5.872;4.9984;3.5766;2.9508;2.3002;2.1851;2.434;2.1632;1.948;;
08-01-00 14:00;12.36;11.879;11.71;11.605;11.533;11.353;9.8235;9.6519;7.9764;5.8909;5.0152;3.5897;2.9627;2.3082;2.1922;2.443;2.1713;1.9556;;
08-01-00 15:00;12.382;11.898;11.727;11.621;11.55;11.368;9.8469;9.672;7.9891;5.91;5.0323;3.6031;2.9746;2.3163;2.1994;2.452;2.1793;1.9633;;
08-01-00 16:00;12.403;11.917;11.745;11.638;11.567;11.383;9.8701;9.6917;8.0024;5.9293;5.0496;3.6167;2.9867;2.3244;2.2066;2.4611;2.1873;1.971;;
08-01-00 17:00;12.425;11.937;11.764;11.656;11.584;11.399;9.8922;9.7104;8.0161;5.9489;5.0672;3.6305;2.9988;2.3326;2.214;2.4704;2.1954;1.9788;;
08-01-00 18:00;12.448;11.957;11.783;11.674;11.601;11.416;9.9136;9.7284;8.0299;5.9688;5.0851;3.6445;3.0111;2.3409;2.2213;2.4796;2.2034;1.9866;;
08-01-00 19:00;12.471;11.977;11.801;11.691;11.618;11.433;9.9347;9.746;8.0441;5.9887;5.1031;3.6583;3.0235;2.3492;2.2288;2.489;2.2115;1.9945;;
08-01-00 20:00;12.493;11.997;11.82;11.709;11.635;11.451;9.9559;9.7637;8.0587;6.0087;5.1211;3.6718;3.036;2.3577;2.2363;2.4985;2.2196;2.0025;;
08-01-00 21:00;12.515;12.017;11.838;11.726;11.651;11.47;9.9773;9.7818;8.0741;6.0288;5.1391;3.685;3.0485;2.3664;2.244;2.5083;2.2278;2.0107;;
08-01-00 22:00;12.537;12.037;11.856;11.743;11.667;11.49;9.9983;9.7998;8.0904;6.049;5.157;3.6979;3.0612;2.3752;2.2518;2.5182;2.2361;2.0191;;
08-01-00 23:00;12.559;12.056;11.874;11.76;11.683;11.51;10.019;9.8173;8.1076;6.0694;5.175;3.7106;3.0738;2.3842;2.2598;2.5283;2.2446;2.0276;;
09-01-00 00:00;12.58;12.075;11.892;11.776;11.699;11.531;10.038;9.8351;8.1245;6.0901;5.1931;3.7232;3.0866;2.3933;2.268;2.5386;2.2531;2.0363;;
09-01-00 01:00;12.601;12.095;11.91;11.793;11.715;11.552;10.055;9.8534;8.1417;6.1105;5.2113;3.7356;3.0993;2.4027;2.2763;2.5492;2.2618;2.0452;;
09-01-00 02:00;12.622;12.113;11.927;11.809;11.73;11.574;10.07;9.871;8.1592;6.131;5.2299;3.7478;3.1121;2.4122;2.2848;2.5599;2.2706;2.0542;;
09-01-00 03:00;12.643;12.132;11.944;11.825;11.745;11.595;10.084;9.8876;8.1771;6.1517;5.2487;3.76;3.125;2.422;2.2934;2.5709;2.2796;2.0634;;
09-01-00 04:00;12.664;12.15;11.961;11.84;11.759;11.616;10.096;9.9028;8.1961;6.1732;5.268;3.7721;3.1381;2.4319;2.3022;2.5821;2.2887;2.0728;;
09-01-00 05:00;12.684;12.168;11.977;11.855;11.773;11.636;10.106;9.9167;8.2157;6.1949;5.2877;3.7843;3.1514;2.4422;2.3113;2.5937;2.298;2.0825;;
09-01-00 06:00;12.704;12.185;11.992;11.869;11.786;11.656;10.115;9.9296;8.2357;6.2165;5.3079;3.7966;3.1651;2.4528;2.3206;2.6057;2.3075;2.0925;;
09-01-00 07:00;12.724;12.202;12.007;11.883;11.799;11.675;10.124;9.9416;8.2555;6.238;5.3286;3.8089;3.1793;2.4636;2.3302;2.6179;2.3172;2.1027;;
09-01-00 08:00;12.744;12.219;12.022;11.897;11.812;11.693;10.131;9.9526;8.2757;6.2598;5.3502;3.8215;3.1936;2.4749;2.3401;2.6308;2.3273;2.1133;;
09-01-00 09:00;12.764;12.236;12.037;11.91;11.824;11.712;10.138;9.9629;8.2967;6.2816;5.3728;3.8342;3.208;2.487;2.3506;2.6444;2.3379;2.1244;;
09-01-00 10:00;12.785;12.252;12.052;11.924;11.837;11.73;10.144;9.9725;8.3183;6.3039;5.3963;3.8471;3.2223;2.4998;2.3618;2.6589;2.3492;2.1362;;
09-01-00 11:00;12.805;12.269;12.067;11.937;11.849;11.748;10.15;9.9814;8.3396;6.3269;5.4208;3.8603;3.2368;2.5136;2.3738;2.6743;2.3612;2.1485;;
09-01-00 12:00;12.826;12.286;12.082;11.951;11.862;11.766;10.156;9.9897;8.3605;6.3501;5.4458;3.8739;3.2515;2.5284;2.3867;2.6908;2.3741;2.1616;;
09-01-00 13:00;12.847;12.303;12.097;11.965;11.875;11.784;10.161;9.9976;8.3808;6.3729;5.471;3.8879;3.2665;2.5444;2.4006;2.7086;2.388;2.1756;;
09-01-00 14:00;12.869;12.321;12.113;11.979;11.888;11.801;10.166;10.005;8.4003;6.3933;5.4964;3.9023;3.282;2.5617;2.4158;2.7277;2.403;2.1905;;
09-01-00 15:00;12.89;12.338;12.129;11.994;11.902;11.818;10.17;10.012;8.419;6.4114;5.5226;3.9171;3.2977;2.5803;2.432;2.748;2.4191;2.2063;;
09-01-00 16:00;12.912;12.356;12.145;12.008;11.915;11.835;10.175;10.019;8.437;6.4275;5.5491;3.9325;3.314;2.6001;2.4495;2.7697;2.4363;2.2229;;
09-01-00 17:00;12.934;12.374;12.161;12.023;11.929;11.852;10.179;10.026;8.4546;6.442;5.5752;3.9479;3.3306;2.6213;2.4681;2.7927;2.4547;2.2405;;
09-01-00 18:00;12.956;12.392;12.178;12.039;11.944;11.869;10.183;10.033;8.4719;6.4552;5.6008;3.9633;3.3476;2.6433;2.4875;2.8166;2.4738;2.2589;;
09-01-00 19:00;12.979;12.411;12.194;12.054;11.958;11.885;10.187;10.04;8.4889;6.4675;5.6262;3.9788;3.3647;2.6659;2.5074;2.8412;2.4935;2.2779;;
09-01-00 20:00;13.002;12.43;12.212;12.07;11.973;11.902;10.191;10.047;8.5054;6.4791;5.6512;3.9944;3.3818;2.6886;2.5277;2.8662;2.5135;2.2974;;
09-01-00 21:00;13.026;12.449;12.229;12.086;11.988;11.918;10.195;10.054;8.5215;6.4901;5.6761;4.0099;3.3988;2.7116;2.5482;2.8914;2.5338;2.3173;;
09-01-00 22:00;13.05;12.469;12.247;12.103;12.004;11.935;10.2;10.061;8.5372;6.5006;5.7015;4.0255;3.4157;2.7341;2.5683;2.9164;2.5536;2.337;;
09-01-00 23:00;13.074;12.489;12.266;12.12;12.02;11.952;10.204;10.068;8.5525;6.5108;5.727;4.0412;3.4323;2.7563;2.5881;2.9409;2.5732;2.3566;;
10-01-00 00:00;13.098;12.51;12.284;12.137;12.036;11.968;10.208;10.076;8.5676;6.5211;5.7526;4.0569;3.4485;2.7781;2.6076;2.9653;2.5924;2.3762;;
10-01-00 01:00;13.12;12.529;12.302;12.154;12.052;11.985;10.212;10.083;8.5824;6.5316;5.7779;4.0726;3.4642;2.7995;2.6267;2.9892;2.6112;2.3956;;
10-01-00 02:00;13.14;12.548;12.32;12.171;12.068;12;10.217;10.092;8.5972;6.5427;5.8025;4.088;3.4793;2.8202;2.6451;3.0125;2.6293;2.4147;;
10-01-00 03:00;13.16;12.567;12.337;12.186;12.083;12.015;10.222;10.1;8.6121;6.5544;5.8266;4.1031;3.4938;2.8399;2.6624;3.0348;2.6464;2.4333;;
10-01-00 04:00;13.178;12.584;12.353;12.201;12.097;12.028;10.226;10.109;8.627;6.5669;5.85;4.1181;3.5077;2.8584;2.6788;3.0559;2.6625;2.4514;;
10-01-00 05:00;13.195;12.601;12.369;12.216;12.111;12.042;10.231;10.118;8.6418;6.5802;5.8727;4.1332;3.5213;2.8759;2.6941;3.0758;2.6776;2.4689;;
10-01-00 06:00;13.213;12.617;12.384;12.23;12.124;12.054;10.236;10.127;8.6563;6.5944;5.8943;4.1482;3.5344;2.8925;2.7085;3.0948;2.6918;2.4858;;
10-01-00 07:00;13.229;12.633;12.398;12.244;12.137;12.066;10.241;10.136;8.6706;6.6099;5.9136;4.1631;3.5469;2.9083;2.7222;3.113;2.7053;2.5023;;
10-01-00 08:00;13.246;12.649;12.413;12.257;12.15;12.079;10.246;10.146;8.6847;6.6263;5.9312;4.1782;3.5592;2.9237;2.7356;3.1307;2.7185;2.5184;;
10-01-00 09:00;13.263;12.665;12.427;12.271;12.163;12.091;10.251;10.155;8.6986;6.6434;5.9475;4.1937;3.5714;2.939;2.7489;3.1483;2.7316;2.5342;;
10-01-00 10:00;13.28;12.681;12.442;12.285;12.176;12.103;10.257;10.165;8.7125;6.6612;5.9626;4.2094;3.5835;2.9542;2.7623;3.1659;2.7448;2.55;;
10-01-00 11:00;13.298;12.698;12.457;12.299;12.19;12.116;10.262;10.175;8.7264;6.6795;5.9765;4.2257;3.5955;2.9694;2.7761;3.1835;2.7583;2.5661;;
10-01-00 12:00;13.315;12.714;12.472;12.313;12.203;12.129;10.268;10.185;8.7401;6.6979;5.9894;4.2424;3.6075;2.9847;2.7901;3.2012;2.7721;2.5822;;
10-01-00 13:00;13.334;12.731;12.488;12.328;12.217;12.142;10.274;10.196;8.7539;6.716;6.0015;4.2598;3.6197;3;2.8045;3.2191;2.7863;2.5987;;
10-01-00 14:00;13.353;12.749;12.504;12.343;12.231;12.155;10.28;10.207;8.7678;6.7337;6.0129;4.2776;3.6319;3.0155;2.8195;3.2369;2.8012;2.6154;;
10-01-00 15:00;13.372;12.767;12.52;12.358;12.246;12.17;10.287;10.219;8.7821;6.7506;6.0237;4.2961;3.6443;3.0311;2.835;3.2549;2.8165;2.632;;
10-01-00 16:00;13.393;12.786;12.538;12.375;12.262;12.185;10.294;10.231;8.7968;6.767;6.0339;4.315;3.6569;3.0468;2.8511;3.273;2.8323;2.6487;;
10-01-00 17:00;13.414;12.806;12.556;12.393;12.279;12.201;10.303;10.244;8.8122;6.7828;6.0434;4.334;3.6693;3.0624;2.8675;3.2909;2.8486;2.6654;;
10-01-00 18:00;13.438;12.828;12.576;12.412;12.298;12.219;10.311;10.258;8.8282;6.7982;6.0524;4.3525;3.6816;3.0778;2.8842;3.3086;2.8651;2.6818;;
10-01-00 19:00;13.463;12.851;12.598;12.432;12.318;12.238;10.321;10.272;8.8447;6.8134;6.061;4.3709;3.6939;3.0929;2.9009;3.3258;2.8816;2.6978;;
10-01-00 20:00;13.521;12.891;12.631;12.461;12.344;12.263;10.332;10.287;8.8619;6.8283;6.0693;4.3892;3.7063;3.1077;2.9175;3.3426;2.898;2.7134;;
10-01-00 21:00;13.574;12.941;12.677;12.506;12.388;12.305;10.344;10.305;8.8799;6.843;6.0773;4.4075;3.7189;3.1221;2.9342;3.3591;2.9146;2.7286;;
10-01-00 22:00;13.613;12.986;12.72;12.549;12.431;12.347;10.361;10.327;8.8996;6.8575;6.085;4.426;3.7318;3.1362;2.9507;3.3753;2.9309;2.7435;;
10-01-00 23:00;13.644;13.024;12.754;12.583;12.466;12.381;10.381;10.352;8.9223;6.8724;6.0927;4.4445;3.7449;3.15;2.967;3.391;2.9471;2.7581;;
11-01-00 00:00;13.67;13.057;12.78;12.609;12.492;12.408;10.401;10.377;8.9482;6.8882;6.1007;4.4635;3.7582;3.1634;2.9832;3.4064;2.963;2.7724;;
11-01-00 01:00;13.692;13.09;12.803;12.632;12.516;12.43;10.419;10.398;8.9756;6.9052;6.1091;4.4833;3.7721;3.1766;2.9993;3.4216;2.979;2.7866;;
11-01-00 02:00;13.71;13.122;12.825;12.654;12.537;12.452;10.435;10.416;9.0028;6.9233;6.1181;4.5046;3.7869;3.19;3.0157;3.4369;2.9953;2.801;;
11-01-00 03:00;13.727;13.154;12.846;12.675;12.558;12.472;10.449;10.432;9.0281;6.9418;6.1273;4.5274;3.8031;3.204;3.033;3.4526;3.0124;2.8159;;
11-01-00 04:00;13.742;13.184;12.867;12.696;12.579;12.492;10.462;10.446;9.0515;6.9601;6.1366;4.5514;3.8206;3.219;3.0512;3.4691;3.0304;2.8316;;
11-01-00 05:00;13.757;13.213;12.888;12.716;12.6;12.512;10.474;10.459;9.0732;6.9782;6.1459;4.5762;3.8395;3.2345;3.0698;3.4858;3.0489;2.8476;;
11-01-00 06:00;13.772;13.242;12.909;12.737;12.62;12.532;10.486;10.472;9.0935;6.9958;6.1552;4.602;3.8596;3.2505;3.0887;3.5027;3.0675;2.8638;;
11-01-00 07:00;13.787;13.269;12.93;12.758;12.641;12.552;10.497;10.484;9.1128;7.0129;6.1642;4.6279;3.8809;3.2673;3.1081;3.52;3.0868;2.8805;;
11-01-00 08:00;13.802;13.296;12.953;12.78;12.663;12.573;10.509;10.496;9.1314;7.0294;6.1731;4.6541;3.9035;3.2854;3.1286;3.5384;3.1071;2.8981;;
11-01-00 09:00;13.818;13.323;12.976;12.802;12.685;12.595;10.521;10.508;9.1497;7.0455;6.182;4.6802;3.9271;3.3047;3.1501;3.5575;3.1284;2.9165;;
11-01-00 10:00;13.834;13.349;12.999;12.826;12.709;12.617;10.534;10.52;9.1682;7.0611;6.1907;4.7061;3.9513;3.3249;3.1721;3.577;3.1501;2.9352;;
11-01-00 11:00;13.85;13.376;13.023;12.849;12.732;12.64;10.546;10.533;9.1873;7.0765;6.1995;4.7313;3.9756;3.3457;3.1943;3.5966;3.1721;2.9542;;
11-01-00 12:00;13.866;13.401;13.047;12.873;12.755;12.663;10.559;10.546;9.2067;7.0916;6.2084;4.7558;3.9997;3.3671;3.2167;3.6163;3.1942;2.9733;;
11-01-00 13:00;13.883;13.427;13.071;12.896;12.779;12.686;10.573;10.56;9.2265;7.1067;6.2173;4.7798;4.0234;3.3888;3.2388;3.6358;3.2161;2.9923;;
11-01-00 14:00;13.901;13.452;13.094;12.919;12.802;12.709;10.588;10.575;9.2465;7.1218;6.2265;4.8033;4.0465;3.4106;3.2605;3.655;3.2376;3.011;;
11-01-00 15:00;13.92;13.478;13.119;12.943;12.826;12.732;10.603;10.59;9.2669;7.1369;6.2359;4.8265;4.0691;3.4325;3.2819;3.6739;3.2588;3.0294;;
11-01-00 16:00;13.939;13.503;13.144;12.968;12.851;12.757;10.618;10.607;9.2875;7.152;6.2457;4.8493;4.0909;3.4472;3.2971;3.6886;3.2725;3.0362;;
11-01-00 17:00;13.959;13.529;13.169;12.993;12.876;12.781;10.635;10.624;9.3085;7.1664;6.2555;4.8711;4.1114;3.4746;3.3219;3.7098;3.2983;3.0638;;
11-01-00 18:00;13.979;13.555;13.195;13.018;12.901;12.806;10.653;10.642;9.3296;7.1805;6.2652;4.8932;4.1327;3.4958;3.342;3.7282;3.3182;3.0811;;
11-01-00 19:00;14;13.581;13.22;13.043;12.926;12.831;10.671;10.661;9.3511;7.1947;6.2753;4.9143;4.1527;3.5156;3.3607;3.7456;3.3367;3.0973;;
11-01-00 20:00;14.022;13.606;13.245;13.068;12.951;12.856;10.691;10.681;9.3729;7.209;6.2857;4.9347;4.1717;3.5341;3.3782;3.7622;3.3541;3.1124;;
11-01-00 21:00;14.045;13.633;13.27;13.092;12.975;12.881;10.711;10.701;9.3953;7.2236;6.2965;4.9545;4.1901;3.5516;3.3949;3.7782;3.3705;3.1267;;
11-01-00 22:00;14.069;13.659;13.296;13.117;13;12.906;10.731;10.721;9.418;7.2387;6.308;4.9739;4.2079;3.5685;3.4108;3.7938;3.3863;3.1404;;
11-01-00 23:00;14.095;13.686;13.322;13.143;13.025;12.931;10.751;10.742;9.4412;7.2543;6.3202;4.993;4.2253;3.5847;3.4261;3.8091;3.4015;3.1536;;
12-01-00 00:00;14.122;13.712;13.348;13.168;13.051;12.956;10.772;10.764;9.4644;7.2705;6.3332;5.0122;4.2426;3.6006;3.4411;3.8242;3.4163;3.1665;;
12-01-00 01:00;14.149;13.739;13.373;13.193;13.076;12.981;10.793;10.785;9.4876;7.2875;6.3471;5.0313;4.2599;3.6162;3.4559;3.8394;3.431;3.1793;;
12-01-00 02:00;14.177;13.765;13.399;13.219;13.101;13.006;10.814;10.807;9.5108;7.3052;6.3621;5.0505;4.2773;3.6318;3.4706;3.8548;3.4455;3.192;;
12-01-00 03:00;14.206;13.793;13.426;13.245;13.127;13.032;10.835;10.829;9.5341;7.3235;6.3787;5.0702;4.295;3.6473;3.4853;3.8703;3.46;3.2047;;
12-01-00 04:00;14.236;13.821;13.453;13.271;13.154;13.059;10.856;10.851;9.5577;7.3423;6.3973;5.0906;4.3132;3.6631;3.5002;3.8864;3.4748;3.2176;;
12-01-00 05:00;14.267;13.85;13.48;13.298;13.18;13.085;10.878;10.873;9.5816;7.3616;6.4182;5.1117;4.3322;3.6793;3.5155;3.9032;3.4899;3.2309;;
12-01-00 06:00;14.301;13.881;13.51;13.327;13.209;13.114;10.9;10.896;9.6056;7.3817;6.4416;5.1339;4.352;3.696;3.5312;3.9209;3.5055;3.2446;;
12-01-00 07:00;14.338;13.915;13.543;13.358;13.24;13.145;10.922;10.919;9.6302;7.4023;6.4664;5.1564;4.3728;3.7134;3.5476;3.9395;3.5216;3.2587;;
12-01-00 08:00;14.378;13.951;13.578;13.392;13.273;13.178;10.946;10.944;9.6557;7.4233;6.4925;5.1788;4.3929;3.7297;3.563;3.9574;3.5369;3.2721;;
12-01-00 09:00;14.421;13.989;13.615;13.428;13.309;13.213;10.971;10.97;9.6824;7.4447;6.5199;5.2028;4.4154;3.7482;3.5804;3.9776;3.5541;3.2871;;
12-01-00 10:00;14.466;14.028;13.656;13.467;13.348;13.251;10.998;10.997;9.7104;7.4668;6.5489;5.2278;4.4385;3.7671;3.5981;3.9982;3.5716;3.3024;;
12-01-00 11:00;14.51;14.066;13.701;13.51;13.39;13.293;11.026;11.027;9.74;7.4896;6.5794;5.254;4.4626;3.7867;3.6165;4.0198;3.5897;3.3182;;
12-01-00 12:00;14.554;14.104;13.752;13.559;13.438;13.34;11.056;11.058;9.7713;7.5134;6.6115;5.2817;4.4879;3.8073;3.6357;4.0424;3.6088;3.3349;;
12-01-00 13:00;14.597;14.142;13.808;13.612;13.49;13.392;11.089;11.092;9.8052;7.5381;6.6448;5.3107;4.5147;3.829;3.6561;4.0663;3.629;3.3525;;
12-01-00 14:00;14.639;14.18;13.866;13.668;13.546;13.447;11.125;11.13;9.8418;7.5643;6.6797;5.341;4.5427;3.8519;3.6776;4.0913;3.6501;3.371;;
12-01-00 15:00;14.681;14.217;13.926;13.725;13.603;13.504;11.163;11.17;9.8813;7.5922;6.7168;5.3731;4.5722;3.8759;3.7001;4.1177;3.6724;3.3904;;
12-01-00 16:00;14.72;14.251;13.983;13.782;13.659;13.559;11.204;11.212;9.9233;7.622;6.7562;5.4073;4.6036;3.9014;3.724;4.1457;3.696;3.411;;
12-01-00 17:00;14.757;14.285;14.038;13.834;13.712;13.612;11.245;11.255;9.9676;7.6546;6.7975;5.4436;4.6372;3.9288;3.7496;4.1757;3.7214;3.4331;;
12-01-00 18:00;14.794;14.322;14.09;13.884;13.762;13.662;11.287;11.298;10.013;7.6901;6.8408;5.482;4.6727;3.958;3.7769;4.2075;3.7484;3.4566;;
12-01-00 19:00;14.833;14.36;14.139;13.932;13.81;13.71;11.328;11.34;10.058;7.728;6.8857;5.5223;4.7103;3.9889;3.8059;4.2412;3.777;3.4816;;
12-01-00 20:00;14.871;14.399;14.186;13.977;13.855;13.755;11.368;11.382;10.104;7.7683;6.9316;5.5642;4.7498;4.0215;3.8365;4.2766;3.8072;3.508;;
12-01-00 21:00;14.91;14.439;14.23;14.02;13.898;13.798;11.407;11.422;10.149;7.8106;6.978;5.6072;4.7906;4.0553;3.8683;4.3134;3.8387;3.5354;;
12-01-00 22:00;14.945;14.479;14.272;14.061;13.939;13.839;11.446;11.462;10.194;7.8548;7.0243;5.6509;4.8326;4.0902;3.9011;4.3513;3.8711;3.5638;;
12-01-00 23:00;14.978;14.517;14.31;14.099;13.977;13.877;11.483;11.501;10.239;7.9008;7.0699;5.6949;4.8753;4.1259;3.9346;4.39;3.9043;3.5928;;
13-01-00 00:00;15.008;14.554;14.346;14.134;14.012;13.912;11.519;11.538;10.282;7.947;7.1151;5.739;4.9181;4.1619;3.9685;4.4289;3.9378;3.622;;
13-01-00 01:00;15.036;14.588;14.381;14.167;14.045;13.946;11.554;11.573;10.325;7.993;7.1603;5.7833;4.9612;4.1978;4.0022;4.4679;3.9711;3.651;;
13-01-00 02:00;15.063;14.621;14.414;14.199;14.078;13.978;11.587;11.608;10.365;8.0382;7.2051;5.8275;5.0043;4.2336;4.0359;4.507;4.0044;3.68;;
13-01-00 03:00;15.09;14.654;14.446;14.23;14.109;14.01;11.619;11.641;10.404;8.0822;7.249;5.8712;5.0471;4.2695;4.0695;4.546;4.0377;3.7091;;
13-01-00 04:00;15.116;14.685;14.478;14.261;14.14;14.041;11.65;11.673;10.442;8.125;7.2919;5.9142;5.0894;4.3051;4.103;4.5846;4.0708;3.7379;;
13-01-00 05:00;15.143;14.717;14.509;14.292;14.17;14.071;11.681;11.704;10.479;8.1666;7.3335;5.9564;5.1312;4.3403;4.1361;4.6227;4.1035;3.7665;;
13-01-00 06:00;15.172;14.748;14.54;14.322;14.201;14.101;11.71;11.735;10.514;8.207;7.374;5.9975;5.172;4.3749;4.1687;4.6603;4.1357;3.7947;;
13-01-00 07:00;15.203;14.78;14.572;14.352;14.231;14.132;11.739;11.765;10.549;8.2463;7.4135;6.0376;5.2119;4.4089;4.2007;4.6971;4.1674;3.8223;;
13-01-00 08:00;15.237;14.811;14.603;14.383;14.261;14.162;11.768;11.794;10.584;8.2847;7.4519;6.0768;5.2508;4.4421;4.232;4.733;4.1983;3.8493;;
13-01-00 09:00;15.273;14.843;14.635;14.413;14.292;14.192;11.796;11.823;10.617;8.3222;7.4893;6.1151;5.2889;4.4746;4.2625;4.7681;4.2285;3.8757;;
13-01-00 10:00;15.311;14.875;14.667;14.444;14.323;14.223;11.824;11.852;10.651;8.3591;7.526;6.1525;5.3261;4.5064;4.2925;4.8025;4.2581;3.9016;;
13-01-00 11:00;15.35;14.908;14.699;14.475;14.354;14.254;11.852;11.882;10.684;8.3953;7.5621;6.1891;5.3627;4.5376;4.3219;4.8363;4.2872;3.927;;
13-01-00 12:00;15.388;14.942;14.732;14.507;14.385;14.285;11.881;11.911;10.717;8.4312;7.5976;6.2252;5.3987;4.5684;4.3509;4.8696;4.3158;3.952;;
13-01-00 13:00;15.426;14.977;14.767;14.54;14.418;14.318;11.91;11.941;10.75;8.4668;7.6329;6.2608;5.4341;4.5987;4.3794;4.9024;4.3441;3.9767;;
13-01-00 14:00;15.462;15.014;14.803;14.575;14.452;14.353;11.94;11.972;10.783;8.5023;7.6679;6.2961;5.4692;4.6287;4.4077;4.9349;4.372;4.0011;;
13-01-00 15:00;15.498;15.051;14.84;14.61;14.488;14.388;11.972;12.005;10.816;8.5375;7.7026;6.331;5.5041;4.6586;4.4358;4.9672;4.3999;4.0254;;
13-01-00 16:00;15.533;15.089;14.877;14.646;14.523;14.424;12.005;12.038;10.849;8.5727;7.7372;6.3657;5.5387;4.6883;4.4638;4.9993;4.4276;4.0496;;
13-01-00 17:00;15.568;15.127;14.915;14.682;14.56;14.46;12.039;12.073;10.884;8.6077;7.7716;6.4003;5.5732;4.718;4.4917;5.0313;4.4552;4.0738;;
